Unnamed: 0.1,Unnamed: 0,user_id,username,date,tweet,sentiment,negative_count,positive_count,neutral_count
5967,18,3446146816,riverlevelsuk,2020-03-24,Back to normal : flooding for the Till 12 : 17 24 March,Neutral,0,0,1
5968,19,3446146816,riverlevelsuk,2020-03-24,Back to normal : flooding in the Valley from North to the A303 12 : 21 24 March,Neutral,0,0,1
5972,3,148479101,fenstnposh,2020-01-19,I know you know that i drink in but that was a few ago ..,Neutral,0,0,1
5975,6,3000523732,rangerelec,2020-01-19,Outside car park lighting lighting LED Flood . We have our own access equipment making sure that no job is out of reach ! LED,Neutral,0,0,3
5977,8,3446146816,riverlevelsuk,2020-01-19,Flood Alert : River Yeo and River Moors around and 19 : 01 19,Neutral,0,0,1
5978,9,3446146816,riverlevelsuk,2020-01-19,Flood Alert : 19 : 11 19,Neutral,0,0,1
5979,10,3446146816,riverlevelsuk,2020-01-19,Flood Alert : Lower River at the River confluence at 19 : 11 19,Neutral,0,0,1
5980,11,3446146816,riverlevelsuk,2020-01-19,"Flood Alert : River for , Lower and 19 : 10 19",Neutral,0,0,1
5981,12,3446146816,riverlevelsuk,2020-01-19,"Flood Alert : River for , , and its 19 : 10 19",Neutral,0,0,1
5982,13,3446146816,riverlevelsuk,2020-01-19,Flood Alert : River from to 19 : 10 19,Neutral,0,0,1
5983,14,3446146816,riverlevelsuk,2020-01-19,Flood Alert : River from Hurley to 19 : 10 19,Neutral,0,0,1
5984,15,3446146816,riverlevelsuk,2020-01-19,Flood Alert : River from to Green 19 : 11 19,Neutral,0,0,1
5986,17,3446146816,riverlevelsuk,2020-01-19,Flood Alert : Lower Tone and Moors 19 : 00 19,Neutral,0,0,1
5987,18,3446146816,riverlevelsuk,2020-01-19,Flood Alert : River and its from Upper down to 18 : 43 19,Neutral,0,0,1
5988,19,3446146816,riverlevelsuk,2020-01-19,Flood Alert : River Ray and its from Lee to and 18 : 44 19,Neutral,0,0,1
5989,0,3446146816,riverlevelsuk,2017-03-24,"Flood Alert : Upper River , Beck and Water 10 : 56 23 March",Neutral,0,0,1
5991,2,58747922,thebatteryhuman,2017-03-24,Bridge Over Water . bridge flooding night river …,Neutral,0,0,2
5992,3,24394766,matrobinson88,2017-03-24,"I bet York council must be kicking themselves after cleaning up the , assuming flooding was over last week !",Neutral,0,0,1
5993,4,3446146816,riverlevelsuk,2017-03-24,"Flood Alert : , and 10 : 55 23 March",Neutral,0,0,1
5994,5,3446146816,riverlevelsuk,2017-03-24,Flood Alert : Lower River Swale 19 : 30 24 March,Neutral,0,0,1
5996,7,347134043,scutcherm,2017-03-24,Sam and his Dad had me in absolute ️,Neutral,0,0,1
5997,8,3446146816,riverlevelsuk,2017-03-24,Flood Alert : River and its 14 : 38 24 March,Neutral,0,0,1
5998,9,1456566757,rsuthren,2017-03-24,": P .- O . en vigilance orange pour orage , ️ storm , flood",Neutral,0,0,2
5999,10,3446146816,riverlevelsuk,2017-03-24,Flood Alert : Tidal River 19 : 36 24 March,Neutral,0,0,1
6001,12,3446146816,riverlevelsuk,2017-03-24,Flood Warning : River at Lock 19 : 20 24 March,Neutral,0,0,1
6002,13,3446146816,riverlevelsuk,2017-03-24,Flood Alert : Lower River Swale 19 : 30 24 March,Neutral,0,0,1
6005,16,3446146816,riverlevelsuk,2017-03-24,Flood Alert : Lower River Swale 10 : 42 24 March,Neutral,0,0,1
6006,17,3446146816,riverlevelsuk,2017-03-24,Flood Alert : River south of 15 : 16 24 March,Neutral,0,0,1
6007,18,3446146816,riverlevelsuk,2017-03-24,Flood Alert : River and its 14 : 38 24 March,Neutral,0,0,1
6008,19,3446146816,riverlevelsuk,2017-03-24,Flood Warning : River at Lock 10 : 42 24 March,Neutral,0,0,1
6009,20,708298812,webuildyork,2017-03-24,bar underway even though river is flooding us !!!!!!!!!!!!!!!!!!,Neutral,0,0,1
6010,21,3120930910,bespokeminds,2017-03-24,Flood Advice w Jack & ; Available 10am - 7pm today . community,Neutral,0,0,3
6012,23,3446146816,riverlevelsuk,2017-03-24,"Flood Alert : , and 10 : 55 23 March",Neutral,0,0,1
6013,24,3446146816,riverlevelsuk,2017-03-24,"Flood Alert : Upper River , Beck and Water 10 : 56 23 March",Neutral,0,0,1
6014,25,3446146816,riverlevelsuk,2017-03-24,Flood Alert : Upper River 10 : 42 24 March,Neutral,0,0,1
6015,26,3446146816,riverlevelsuk,2017-03-24,Flood Alert : Tidal River 10 : 42 24 March,Neutral,0,0,1
6016,27,3446146816,riverlevelsuk,2017-03-24,Flood Warning : River at Lock 10 : 42 24 March,Neutral,0,0,1
6017,28,3446146816,riverlevelsuk,2017-03-24,Flood Alert : Lower River Swale 10 : 42 24 March,Neutral,0,0,1
6018,29,3446146816,riverlevelsuk,2017-03-24,Flood Alert : Tidal River 22 : 15 23 March,Neutral,0,0,1
6019,30,3446146816,riverlevelsuk,2017-03-24,Flood Warning : River at Lock 22 : 11 23 March,Neutral,0,0,1
6020,31,3446146816,riverlevelsuk,2017-03-24,Flood Alert : Lower River Swale 22 : 02 23 March,Neutral,0,0,1
6021,32,2615584740,hellomydude_,2017-03-24,How is it that when someone away all the start flooding in,Neutral,0,0,1
6022,33,274170289,__kate40x,2017-03-24,My . mollie,Neutral,0,0,2
6023,34,3446146816,riverlevelsuk,2017-03-24,Flood Alert : River south of 08 : 09 24 March,Neutral,0,0,1
6025,36,1479709045,graemebiba,2017-03-24,Stage all set policy National Business Show 2017 for my session - Flood Insurance / climate change & ; the new insurance scheme,Neutral,0,0,2
6026,37,3446146816,riverlevelsuk,2017-03-24,Flood Alert : River and its 08 : 58 22 March,Neutral,0,0,1
6028,39,3446146816,riverlevelsuk,2017-03-24,Flood Alert : River south of 08 : 09 24 March,Neutral,0,0,1
6030,41,334198947,galaleon1905,2017-03-24,Bu flood un,Neutral,0,0,1
6031,42,3446146816,riverlevelsuk,2017-03-24,Flood Warning : River at Lock 22 : 11 23 March,Neutral,0,0,1
6032,43,3446146816,riverlevelsuk,2017-03-24,Flood Alert : Lower River Swale 22 : 02 23 March,Neutral,0,0,1
6033,44,3446146816,riverlevelsuk,2017-03-24,Flood Alert : River south of 15 : 54 23 March,Neutral,0,0,1
6034,45,3446146816,riverlevelsuk,2017-03-24,"Flood Alert : Upper River , Beck and Water 10 : 56 23 March",Neutral,0,0,1
6035,46,3446146816,riverlevelsuk,2017-03-24,Flood Alert : River and its 08 : 58 22 March,Neutral,0,0,1
6036,47,3446146816,riverlevelsuk,2017-03-24,Flood Alert : Upper River 22 : 18 23 March,Neutral,0,0,1
6037,48,3446146816,riverlevelsuk,2017-03-24,"Flood Alert : , and 10 : 55 23 March",Neutral,0,0,1
6038,49,3446146816,riverlevelsuk,2017-03-24,Flood Alert : Tidal River 22 : 15 23 March,Neutral,0,0,1
6039,50,3446146816,riverlevelsuk,2017-03-24,Flood Alert : River in 17 : 49 23 March,Neutral,0,0,1
6040,0,2788166286,wmfswalsall,2018-05-28,"Yes , will take awhile for the flood water to dissipate .",Neutral,0,0,1
6042,2,3446146816,riverlevelsuk,2018-05-28,Flood Warning : River Tame at and Park 00 : 03 28 May,Neutral,0,0,1
6043,3,149656003,beckywvr_,2018-05-28,"I mean , fair play to him for making it through the flooding because I was 90 % sure I ’ d need a boat just to go down the village and pick up dinner",Neutral,0,0,1
6045,5,3446146816,riverlevelsuk,2018-05-27,Flood Warning : River Swift at 23 : 18 27 May,Neutral,0,0,1
6046,6,966906642,nnweather,2018-05-27,"I would imagine in around , , Far Cotton and there would have been more rainfall than this resulting in the flash that these from this evening .",Neutral,0,0,1
6048,8,3446146816,riverlevelsuk,2018-05-27,Flood Warning : River Penk at 23 : 07 27 May,Neutral,0,0,1
6050,10,227313784,baberooo,2018-05-27,"Why is there flooding all the way round the world ? , the and now too .",Neutral,0,0,2
6051,11,2336516053,yourriverbrent,2018-05-27,"Amber flood risk warning - be prepared - for Silk Stream and the , , , Mutton and .",Neutral,0,0,1
6052,12,260007834,stevensonangela,2018-05-27,When u flood ure bathroom,Neutral,0,0,1
6054,14,3446146816,riverlevelsuk,2018-05-27,Flood Warning : Brook at 22 : 37 27 May,Neutral,0,0,1
6057,17,26564436,cannonhillpark,2018-05-27,"The Hub on Vicarage , Heath B14 is now a Flood Evacuation for local affected & ; streets",Neutral,0,0,2
6064,4,33682290,john003,2021-07-23,Could also be the effect of weather event El .... Which is linked to .... Plus the population of the earth in 1950 2 . 5 billion is now 7 . 7 billion people ... Maybe a flood is coming ...,Neutral,0,0,6
6067,7,264320842,whiteyorkist,2021-07-23,"Just it together , as for , not a chance . In of",Neutral,0,0,2
6076,16,1372959715,jimmytheplant,2021-07-23,Future trade : - & ; what effect on flooding market ?,Neutral,0,0,2
6080,1,888382775488901120,christo82406026,2020-02-02,are tied . Was agreed 40 ago to open the to flood the West with radical .,Neutral,0,0,2
6083,4,2843444769,ben_holmes33,2020-02-02,"The flood level of Storm in 2015 at The Arms , photo taken at eye level , yes it was that high .",Neutral,0,0,1
6084,5,3446146816,riverlevelsuk,2020-02-02,Flood Alert : River from to 17 : 17 2,Neutral,0,0,1
6085,6,3446146816,riverlevelsuk,2020-02-02,Flood Alert : River and its 17 : 17 2,Neutral,0,0,1
6086,7,3446146816,riverlevelsuk,2020-02-02,Flood Alert : Brook 17 : 18 2,Neutral,0,0,1
6087,8,3446146816,riverlevelsuk,2020-02-02,Flood Alert : River and its from down to 17 : 18 2,Neutral,0,0,1
6089,10,3446146816,riverlevelsuk,2020-02-02,Flood Alert : Lower River Soar in 15 : 44 2,Neutral,0,0,1
6092,13,1094025728830648321,simmixocosmetic,2020-02-02,Everyday without fail 30 fruit & ; flooding our body Who with their 5 a day ? Pop me a message health nutrition protein energy fitness fruit omega fish,Neutral,0,0,3
6097,18,3446146816,riverlevelsuk,2020-02-02,"Flood Alert : Upper River , Beck and Water 10 : 01 2",Neutral,0,0,1
6103,4,1026838346423848961,reisshaldane,2018-08-22,it ’ s flood,Neutral,0,0,1
6104,5,817789777,deanreds70,2018-08-22,I can honestly say ( apart from once being a large amount of money by a customer ) that ' s the only time in 28 of business I thought that ' s me done for 1st day on site & ; about to flood the bar / restaurant of a 5 Hotel there is a plumbing God after all,Neutral,0,0,2
6108,9,425023816,becki_curzon,2018-08-22,"can ’ t decide which my highlight of second year was , two without a washing machine , the flooding bathroom or the ??",Neutral,0,0,1
6110,11,351645100,cescadaisy,2018-08-22,flood Honestly we need to be put down,Neutral,0,0,1
6112,13,705125940569968641,halfpennykerry,2018-08-22,Flood Group peter in that have used resilience for their key during reinstatement with the insurance approval .,Neutral,0,0,1
6114,15,271387521,tobes325,2018-08-22,Check out mau5 and his review of Flood Of Light on,Neutral,0,0,1
6117,18,632929845,bostonbarrierea,2018-08-22,A view to the south bank at this morning showing the right bank downstream flood wall progress . Two pile install once from land one from the barge . Main cofferdam install to progress next month from the jack up barge .,Neutral,0,0,3
6119,20,752597634767093761,kevinboxermoran,2018-08-22,I was in today where I met with and from County Council to put in place for the advancement of flood relief in County with Deputy Dowd .,Neutral,0,0,1
6123,24,2638660225,dna_efc,2018-08-22,"No , you don ' t debate , you quote tweet to send your to flood my .",Neutral,0,0,1
6125,26,465775435,donegalweatherc,2018-08-22,"THE , & ; DERRY FLOODING 1 YEAR ANNIVERSARY TODAY",Neutral,0,0,2
6130,1,3446146816,riverlevelsuk,2018-04-01,Flood Alert : River 23 : 25 1,Neutral,0,0,1
6132,3,3446146816,riverlevelsuk,2018-04-01,Flood Alert : Middle to 22 : 19 1,Neutral,0,0,1
6133,4,571963656,dailynorthants,2018-04-01,country fair due to ' partial flooding ',Neutral,0,0,1
6134,5,3446146816,riverlevelsuk,2018-04-01,Flood Alert : Lower Tame 21 : 56 1,Neutral,0,0,1
6136,7,3446146816,riverlevelsuk,2018-04-01,Flood Alert : Lower River 21 : 28 1,Neutral,0,0,1
6137,8,3446146816,riverlevelsuk,2018-04-01,Flood Alert : Lower River at the River confluence at 21 : 28 1,Neutral,0,0,1
6138,9,3446146816,riverlevelsuk,2018-04-01,Flood Alert : River from Hurley to 21 : 28 1,Neutral,0,0,1
6139,10,3446146816,riverlevelsuk,2018-04-01,Flood Alert : Lower 21 : 23 1,Neutral,0,0,1
6141,12,3446146816,riverlevelsuk,2018-04-01,Flood Alert : River Blackwater and The Cove Brook 20 : 48 1,Neutral,0,0,1
6142,13,3446146816,riverlevelsuk,2018-04-01,Flood Alert : Upper River Wey 20 : 48 1,Neutral,0,0,1
6143,14,3446146816,riverlevelsuk,2018-04-01,Flood Alert : Cut 20 : 49 1,Neutral,0,0,1
6144,15,3446146816,riverlevelsuk,2018-04-01,Flood Alert : Hoe Stream 20 : 48 1,Neutral,0,0,1
6145,16,3446146816,riverlevelsuk,2018-04-01,Flood Alert : Brook 20 : 49 1,Neutral,0,0,1
6146,17,3446146816,riverlevelsuk,2018-04-01,Flood Alert : Upper River 20 : 48 1,Neutral,0,0,1
6147,18,3446146816,riverlevelsuk,2018-04-01,"Flood Alert : Windle Brook and Hale , Mill and 20 : 49 1",Neutral,0,0,1
6149,20,3446146816,riverlevelsuk,2018-04-01,Flood Alert : and from down to near 20 : 40 1,Neutral,0,0,1
6150,21,3446146816,riverlevelsuk,2018-04-01,Flood Alert : River Hull Central Catchment 20 : 43 1,Neutral,0,0,1
6151,22,3446146816,riverlevelsuk,2018-04-01,"Flood Warning : River , riverside from to Lower 20 : 19 1",Neutral,0,0,1
6153,24,3446146816,riverlevelsuk,2018-04-01,Flood Alert : River in 20 : 08 1,Neutral,0,0,1
6154,25,3446146816,riverlevelsuk,2018-04-01,Flood Alert : River from to Little 19 : 46 1,Neutral,0,0,1
6155,26,3446146816,riverlevelsuk,2018-04-01,Flood Alert : Lower and 19 : 40 1,Neutral,0,0,1
6156,27,3446146816,riverlevelsuk,2018-04-01,Flood Alert : Lower and 19 : 41 1,Neutral,0,0,1
6157,28,3446146816,riverlevelsuk,2018-04-01,Flood Alert : River Piddle and 19 : 41 1,Neutral,0,0,1
6158,29,3446146816,riverlevelsuk,2018-04-01,Flood Alert : Middle Stour and 19 : 41 1,Neutral,0,0,1
6159,30,3446146816,riverlevelsuk,2018-04-01,Flood Alert : River Ray and its from Lee to and 19 : 43 1,Neutral,0,0,1
6160,31,3446146816,riverlevelsuk,2018-04-01,Flood Alert : River and Brook 19 : 43 1,Neutral,0,0,1
6161,32,3446146816,riverlevelsuk,2018-04-01,Flood Alert : River and its small from to 19 : 42 1,Neutral,0,0,1
6162,33,3446146816,riverlevelsuk,2018-04-01,Flood Alert : River from in Marsh to 19 : 43 1,Neutral,0,0,1
6163,34,3446146816,riverlevelsuk,2018-04-01,Flood Alert : River Ock from to 19 : 43 1,Neutral,0,0,1
6164,35,3446146816,riverlevelsuk,2018-04-01,Flood Alert : River Pang from East to and Brook 19 : 42 1,Neutral,0,0,1
6165,36,3446146816,riverlevelsuk,2018-04-01,Flood Alert : on the Upper River above 19 : 43 1,Neutral,0,0,1
6166,37,3446146816,riverlevelsuk,2018-04-01,Flood Alert : River and its from Days Lock to above 19 : 16 1,Neutral,0,0,1
6167,38,3446146816,riverlevelsuk,2018-04-01,Flood Warning : River at and The 19 : 19 1,Neutral,0,0,1
6168,39,459587081,davethroup,2018-04-01,We ’ just another flood warning for the at and The as floodwater and high continue to interact . B4213 at Haw Bridge may become impassable .,Neutral,0,0,2
6169,40,3446146816,riverlevelsuk,2018-04-01,Flood Alert : River from Weir to 18 : 54 1,Neutral,0,0,1
6170,41,3446146816,riverlevelsuk,2018-04-01,Flood Alert : River and Day Brook in 18 : 39 1,Neutral,0,0,1
6172,43,3446146816,riverlevelsuk,2018-04-01,Flood Alert : River 18 : 26 1,Neutral,0,0,1
6173,44,3446146816,riverlevelsuk,2018-04-01,Flood Alert : River Idle in 18 : 29 1,Neutral,0,0,1
6174,45,3446146816,riverlevelsuk,2018-04-01,Flood Alert : River Maun in 18 : 29 1,Neutral,0,0,1
6175,46,97487855,davidearlgray,2018-04-01,"llama of water in the Soar Valley , and Reservoir this afternoon . Hopefully the will produce some ?!",Neutral,0,0,2
6176,47,107473283,puddles001,2018-04-01,flood i prefer ours its simple and to the point dab,Neutral,0,0,1
6177,48,3446146816,riverlevelsuk,2018-04-01,Flood Alert : Coast at North Bay 18 : 04 1,Neutral,0,0,1
6178,49,3446146816,riverlevelsuk,2018-04-01,Flood Alert : Lower in 18 : 13 1,Neutral,0,0,1
6181,2,3446146816,riverlevelsuk,2017-12-02,Flood Alert : North 21 : 03 2,Neutral,0,0,1
6182,3,3446146816,riverlevelsuk,2017-12-02,Flood Alert : and 21 : 00 2,Neutral,0,0,1
6183,4,3446146816,riverlevelsuk,2017-12-02,Flood Alert : Lower River 21 : 00 2,Neutral,0,0,1
6185,6,340578255,aberdragon,2017-12-02,"set at by The Flood , come and long way since the Four ,…",Neutral,0,0,1
6187,8,3446146816,riverlevelsuk,2017-12-02,Flood Alert : North 13 : 10 2,Neutral,0,0,1
6188,9,3446146816,riverlevelsuk,2017-12-02,Flood Alert : Lower River 13 : 10 2,Neutral,0,0,1
6189,10,102737749,tomhappens,2017-12-02,"I ' m in now , I ' d need a very long commercial break if i was that",Neutral,0,0,1
6191,12,3446146816,riverlevelsuk,2017-12-02,Flood Alert : North Sea Coast at 11 : 34 2,Neutral,0,0,1
6193,14,3446146816,riverlevelsuk,2017-12-02,Flood Alert : and 11 : 30 2,Neutral,0,0,1
6194,15,243686148,jrbackhousegolf,2017-12-02,Had to take a couple of days off Twitter because I ’ t want to flood everyone ’ s feed with tiger,Neutral,0,0,1
6198,19,48905362,mattysellers,2017-12-02,"From the of the news of seen tonight , it like you might be the for real in soon",Neutral,0,0,1
6201,2,2182272343,ideal4ubsl,2021-07-28,"There is a Major Service Outage for in and Heath , we are of flooding at the exchange , next update from and is at 1 . 00am , we will keep you .",Neutral,0,0,2
6206,7,3446146816,riverlevelsuk,2021-07-28,Flood Alert : Upper River catchment 19 : 29 28,Neutral,0,0,1
6207,8,966793027,nbarrog,2021-07-28,* Starting Team * 1 . Josh 2 . Rory 3 . 4 . 5 . 6 . Ring 7 . 8 . 9 . Joe 10 . 11 . 12 . Colin 13 . O ' 14 . Dean Flood 15 .,Neutral,0,0,15
6208,9,64748249,oosenotfluff,2021-07-28,What to the and ? again,Neutral,0,0,2
6210,11,2213206130,paulmbigland,2021-07-28,spiller You still that flood plain fiction ? Now you ' too ! At least they ' dry out the ' flood ' water ! what next ? A nuclear power station for hs2 at ? stophs2isdead,Neutral,0,0,6
6211,12,152787084,gretchenart,2021-07-28,May open the flood to other such,Neutral,0,0,1
6213,14,1135144364,sccrowther,2021-07-28,Surface water have no warning . We are reliant on met office weather,Neutral,0,0,2
6219,0,3225552574,eurovision_pat,2021-05-15,I always remember from this internal with that of the Army and came flooding into the arena to fill it up . And they had . were not into the arena . Once she finished they all left .,Neutral,0,0,4
6221,2,832735878447394817,realtarekahmed,2021-05-15,"Got a for ! When I ' m on a run , and they come on , all the come flooding back",Neutral,0,0,2
6223,4,422501370,martinadam1987,2021-05-15,. ’ t want the flooding !,Neutral,0,0,2
6226,7,858967426893066245,toursbytrain,2021-05-15,"Bridge is prone to flash flooding , when this siren barricade their . ^",Neutral,0,0,2
6235,1,46351171,alexnakgibson,2018-07-12,There ' s a flood coming,Neutral,0,0,1
6241,7,960220500512444416,justjoysworld,2018-07-11,Guess the are coming now with all them ... over,Neutral,0,0,2
6242,8,2647743195,ian7141,2018-07-11,Red Weather warning ️! in all of 󠁧󠁢󠁳󠁣󠁴󠁿 as we all piss ourselves !,Neutral,0,0,2
6243,9,541479285,ktg64,2018-07-11,Flood alert . Why are all your about ? Does he do yoga ?,Neutral,0,0,3
6247,13,26234058,willjb88,2018-07-11,"Football over , next will be the sun . Flood incoming .",Neutral,0,0,2
6248,14,251102266,danny_gee89,2018-07-11,Amber flood warning have been from the met after get beat 2 - 1 WorldCup2018,Neutral,0,0,1
6250,16,315149718,iamchloeellen,2018-07-11,"Cue the Welsh , and flood social media . Ya are all just salty cause you ’ t get there in the first place 󠁧󠁢󠁥󠁮󠁧󠁿",Neutral,0,0,2
6251,17,175679234,docfourfour,2018-07-11,M & ; S in extra staff tomorrow ahead of a flood of waistcoat .,Neutral,0,0,2
6252,18,25728150,itsfionastewart,2018-07-11,New en - suite floor shopping tomorrow then flood @,Neutral,0,0,2
6256,22,1177746828,larryjune_,2018-07-11,I was that flooding too,Neutral,0,0,1
6262,28,2688402292,iancharris,2018-07-11,Just a reminder to and that cat like that may not directly affect them can have an impact on their business and why full insurance is important .,Neutral,0,0,1
6268,34,371719075,alexandrawomack,2018-07-11,"Flood Resilience meeting this afternoon ( 3 - 6pm with time to spare before kick off !), Winterbourne & ; District Community Association , End Road ahead of drainage works starting on Winterbourne High St on 23",Neutral,0,0,2
6275,41,2180519486,allups123,2018-07-11,near prepare for flood with Flood Traps from,Neutral,0,0,1
6278,44,26564436,cannonhillpark,2018-07-11,"The Phase 2 of the Flood Risk Alleviation Scheme and of £ 30m combined to and people , and wildlife at the Valley Country Park via news desk 2018",Neutral,0,0,1
6282,3,2994531063,dkemalulun,2022-01-22,"bu , flood . & ; .",Neutral,0,0,2
6285,6,1263920978570219525,thistlefarmer5,2022-01-22,Gel Then it the flood by setting a precedent .,Neutral,0,0,1
6288,9,410270877,stryderbourke,2022-01-22,When you reach your 60s the funeral and cremation flood in .,Neutral,0,0,1
6290,0,3446146816,riverlevelsuk,2019-08-31,Flood Alert : Coast from to Bridge 23 : 18 31 August,Neutral,0,0,1
6291,1,3446146816,riverlevelsuk,2019-08-31,Flood Warning : Wye Estuary at 23 : 10 31 August,Neutral,0,0,1
6292,2,3446146816,riverlevelsuk,2019-08-31,Flood Alert : Estuary 23 : 15 31 August,Neutral,0,0,1
6293,3,3446146816,riverlevelsuk,2019-08-31,Flood Alert : Wye Estuary in 23 : 13 31 August,Neutral,0,0,1
6294,4,3446146816,riverlevelsuk,2019-08-31,Flood Warning : Wye Estuary near 23 : 06 31 August,Neutral,0,0,1
6296,6,3446146816,riverlevelsuk,2019-08-31,Flood Alert : North Sea coast at 20 : 04 31 August,Neutral,0,0,1
6297,7,3446146816,riverlevelsuk,2019-08-31,"Flood Alert : North Sea coast at , and 20 : 01 31 August",Neutral,0,0,1
6298,8,3446146816,riverlevelsuk,2019-08-31,Flood Warning : North Sea coast at 19 : 55 31 August,Neutral,0,0,1
6299,9,3446146816,riverlevelsuk,2019-08-31,Flood Alert : estuary from Spurn Point to Outfall 19 : 58 31 August,Neutral,0,0,1
6300,10,3446146816,riverlevelsuk,2019-08-31,Flood Warning : North Sea coast at and 19 : 52 31 August,Neutral,0,0,1
6301,11,3446146816,riverlevelsuk,2019-08-31,Flood Warning : North Sea coast at 19 : 31 31 August,Neutral,0,0,1
6302,12,3446146816,riverlevelsuk,2019-08-31,Flood Alert : estuary 19 : 31 31 August,Neutral,0,0,1
6303,13,3446146816,riverlevelsuk,2019-08-31,Flood Alert : North Sea coast from to tidal River 19 : 31 31 August,Neutral,0,0,1
6304,14,3446146816,riverlevelsuk,2019-08-31,Flood Alert : estuary from Spurn Point to Outfall 19 : 31 31 August,Neutral,0,0,1
6305,15,3446146816,riverlevelsuk,2019-08-31,"Flood Alert : North Sea coast at , and 19 : 31 31 August",Neutral,0,0,1
6306,16,3446146816,riverlevelsuk,2019-08-31,Flood Warning : North Sea coast at and 19 : 34 31 August,Neutral,0,0,1
6307,17,3446146816,riverlevelsuk,2019-08-31,Flood Alert : Tweed estuary 19 : 28 31 August,Neutral,0,0,1
6308,18,3446146816,riverlevelsuk,2019-08-31,Flood Warning : North Sea coast at - South Pier 19 : 30 31 August,Neutral,0,0,1
6309,19,3446146816,riverlevelsuk,2019-08-31,Flood Alert : North Sea coast at 19 : 30 31 August,Neutral,0,0,1
6312,22,3446146816,riverlevelsuk,2019-08-31,Flood Alert : Coast from to 18 : 48 31 August,Neutral,0,0,1
6313,23,3446146816,riverlevelsuk,2019-08-31,Flood Alert : Lune Estuary 18 : 53 31 August,Neutral,0,0,1
6314,24,3446146816,riverlevelsuk,2019-08-31,Flood Alert : estuary from and End to Little 18 : 44 31 August,Neutral,0,0,1
6317,27,3446146816,riverlevelsuk,2019-08-31,Flood Alert : Coast at North Bay 16 : 18 31 August,Neutral,0,0,1
6318,28,3446146816,riverlevelsuk,2019-08-31,Flood Alert : Coast from to 16 : 08 31 August,Neutral,0,0,1
6319,29,3446146816,riverlevelsuk,2019-08-31,Flood Alert : Coast at Barrow in 16 : 15 31 August,Neutral,0,0,1
6320,30,3446146816,riverlevelsuk,2019-08-31,"Flood Warning : Estuary at Bridge , 15 : 19 31 August",Neutral,0,0,1
6322,32,14376090,fraslet,2019-08-31,"Going into a church in , watch the news for lightning and flash flooding .",Neutral,0,0,1
6323,33,3446146816,riverlevelsuk,2019-08-31,Flood Alert : Estuary at 15 : 14 31 August,Neutral,0,0,1
6324,34,3446146816,riverlevelsuk,2019-08-31,Flood Alert : Estuary from and to 15 : 05 31 August,Neutral,0,0,1
6326,36,3446146816,riverlevelsuk,2019-08-31,Flood Alert : Coast from to Bridge 16 : 08 31 August,Neutral,0,0,1
6327,37,3446146816,riverlevelsuk,2019-08-31,Flood Warning : Wye Estuary at 16 : 02 31 August,Neutral,0,0,1
6328,38,3446146816,riverlevelsuk,2019-08-31,Flood Warning : Wye Estuary near 15 : 58 31 August,Neutral,0,0,1
6330,40,3446146816,riverlevelsuk,2019-08-31,Flood Alert : Estuary 15 : 51 31 August,Neutral,0,0,1
6331,41,3446146816,riverlevelsuk,2019-08-31,Flood Alert : Wye Estuary in 15 : 49 31 August,Neutral,0,0,1
6332,42,3446146816,riverlevelsuk,2019-08-31,Flood Alert : Peninsula and Cardigan Bay 15 : 45 31 August,Neutral,0,0,1
6333,43,3446146816,riverlevelsuk,2019-08-31,Flood Alert : coast at Harbour 14 : 30 31 August,Neutral,0,0,1
6334,44,574338269,cornwaii,2019-08-31,Five flood as and high set to batter coast,Neutral,0,0,1
6335,45,3446146816,riverlevelsuk,2019-08-31,"Flood Alert : Tidal River at , Pill and 12 : 24 31 August",Neutral,0,0,1
6338,48,3446146816,riverlevelsuk,2019-08-31,Flood Alert : North Coast from Point to 12 : 09 31 August,Neutral,0,0,1
6340,50,3446146816,riverlevelsuk,2019-08-31,"Flood Alert : Somerset coast at , , - on - Sea and Uphill to 11 : 59 31 August",Neutral,0,0,1
6342,52,3446146816,riverlevelsuk,2019-08-31,Flood Alert : Somerset coast at Weir 11 : 22 31 August,Neutral,0,0,1
6345,55,3446146816,riverlevelsuk,2019-08-31,Flood Alert : Wye Estuary in 10 : 35 31 August,Neutral,0,0,1
6346,56,896097678576283648,vickymann09,2019-08-31,"Did you know ... Our Premium have the essence of 30 different , and in a capsule Flooding your body with of every single day Want to know more ️ me",Neutral,0,0,2
6347,57,3446146816,riverlevelsuk,2019-08-31,Flood Alert : Estuary 10 : 41 31 August,Neutral,0,0,1
6348,58,3446146816,riverlevelsuk,2019-08-31,Flood Alert : estuary from Spurn Point to Outfall 09 : 32 31 August,Neutral,0,0,1
6349,59,3446146816,riverlevelsuk,2019-08-31,Flood Alert : North Sea coast at 09 : 44 31 August,Neutral,0,0,1
6351,1,92636437,stellarosetta,2018-02-28,Keep you spirit up ! The sun will melt the snow . Praying are .,Neutral,0,0,3
6352,2,2922619011,kerryannewilde,2018-02-28,Next is the flooding !!,Neutral,0,0,1
6356,6,22647389,kernowdeth,2018-02-28,Always one ’ t there like the in a canoe when theres a flood,Neutral,0,0,1
6357,7,802298875772026880,thegeogger,2018-02-28,"Year7 Geography have been flood advice on what to do before , during and after a flood",Neutral,0,0,1
6358,8,3446146816,riverlevelsuk,2018-02-28,Flood Alert : Somerset coast at Weir 20 : 31 28,Neutral,0,0,1
