id,sentiment,positive,negative,neutral
19519,Negative,0,1,1
19520,Negative,0,1,0
19521,Negative,0,1,0
19522,Positive,1,0,2
19523,Neutral,0,0,1
19524,Positive,1,0,0
19525,Neutral,0,0,1
19526,Positive,1,0,1
19527,Negative,0,1,2
19528,Neutral,0,0,3
19529,Negative,0,1,0
19530,Negative,0,1,2
19531,Negative,0,1,0
19532,Neutral,0,0,1
19533,Negative,0,1,1
19534,Positive,1,0,2
19535,Negative,0,1,2
19536,Neutral,0,0,2
19537,Positive,1,0,1
19538,Negative,0,1,0
19539,Negative,0,1,0
19540,Mixed,1,2,1
19541,Positive,1,0,4
19542,Mixed,1,1,1
19543,Neutral,0,0,1
19544,Neutral,0,0,2
19545,Negative,0,1,0
19546,Neutral,0,0,1
19547,Mixed,1,1,0
19548,Positive,1,0,0
19549,Mixed,1,2,0
19550,Neutral,0,0,1
19551,Neutral,0,0,1
19552,Neutral,0,0,1
19553,Mixed,1,1,1
19554,Negative,0,1,2
19555,Negative,0,1,0
19556,Positive,1,0,1
19557,Neutral,0,0,3
19558,Negative,0,1,0
19559,Neutral,0,0,1
19560,Neutral,0,0,3
19561,Negative,0,1,1
19562,Neutral,0,0,1
19563,Neutral,0,0,1
19564,Negative,0,1,1
19565,Neutral,0,0,1
19566,Neutral,0,0,1
19567,Neutral,0,0,1
19568,Positive,1,0,1
19569,Positive,1,0,0
19570,Positive,1,0,1
19571,Positive,2,0,0
19572,Negative,0,1,1
19573,Neutral,0,0,3
19574,Negative,0,1,1
19575,Neutral,0,0,1
19576,Positive,1,0,0
19577,Positive,1,0,1
19578,Negative,0,1,0
19579,Positive,1,0,1
19580,Neutral,0,0,1
19581,Negative,0,2,0
19582,Negative,0,1,2
19583,Positive,1,0,0
19584,Neutral,0,0,1
19585,Neutral,0,0,1
19586,Neutral,0,0,1
19587,Neutral,0,0,2
19588,Neutral,0,0,3
19589,Neutral,0,0,1
19590,Neutral,0,0,1
19591,Neutral,0,0,1
19592,Neutral,0,0,1
19593,Neutral,0,0,1
19594,Neutral,0,0,2
19595,Neutral,0,0,1
19596,Neutral,0,0,1
19597,Neutral,0,0,1
19598,Neutral,0,0,1
19599,Negative,0,1,0
19600,Neutral,0,0,1
19601,Neutral,0,0,1
19602,Negative,0,1,2
19603,Neutral,0,0,1
19604,Negative,0,1,3
19605,Neutral,0,0,1
19606,Neutral,0,0,2
19607,Neutral,0,0,1
19608,Neutral,0,0,1
19609,Positive,2,0,1
19610,Neutral,0,0,1
19611,Neutral,0,0,1
19612,Neutral,0,0,1
19613,Neutral,0,0,1
19614,Neutral,0,0,1
19615,Neutral,0,0,1
19616,Neutral,0,0,1
19617,Neutral,0,0,1
19618,Negative,0,1,1
19619,Neutral,0,0,1
19620,Neutral,0,0,1
19621,Negative,0,1,0
19622,Neutral,0,0,2
19623,Positive,1,0,3
19624,Mixed,1,1,1
19625,Neutral,0,0,1
19626,Neutral,0,0,2
19627,Negative,0,1,0
19628,Neutral,0,0,1
19629,Neutral,0,0,2
19630,Negative,0,3,1
19631,Positive,1,0,1
19632,Positive,1,0,1
19633,Mixed,2,1,1
19634,Positive,1,0,0
19635,Negative,0,1,0
19636,Neutral,0,0,1
19637,Neutral,0,0,1
19638,Neutral,0,0,3
19639,Neutral,0,0,2
19640,Positive,1,0,0
19641,Negative,0,1,0
19642,Negative,0,1,1
19643,Negative,0,1,0
19644,Positive,1,0,1
19645,Neutral,0,0,1
19646,Neutral,0,0,2
19647,Negative,0,1,0
19648,Negative,0,1,0
19649,Negative,0,1,0
19650,Neutral,0,0,1
19651,Neutral,0,0,1
19652,Positive,1,0,2
19653,Positive,1,0,0
19654,Positive,1,0,1
19655,Negative,0,1,1
19656,Mixed,1,1,0
19657,Positive,1,0,0
19658,Positive,1,0,1
19659,Negative,0,1,2
19660,Neutral,0,0,3
19661,Positive,2,0,0
19662,Mixed,2,1,0
19663,Positive,1,0,4
19664,Neutral,0,0,2
19665,Neutral,0,0,2
19666,Negative,0,1,1
19667,Positive,1,0,1
19668,Positive,1,0,2
19669,Mixed,1,1,1
19670,Neutral,0,0,1
19671,Mixed,1,1,1
19672,Mixed,1,1,1
19673,Mixed,1,1,0
19674,Neutral,0,0,2
19675,Mixed,1,1,0
19676,Neutral,0,0,1
19677,Mixed,1,1,0
19678,Positive,1,0,1
19679,Neutral,0,0,1
19680,Negative,0,2,2
19681,Negative,0,1,1
19682,Negative,0,1,3
19683,Positive,1,0,1
19684,Neutral,0,0,1
19685,Neutral,0,0,1
19686,Neutral,0,0,3
19687,Neutral,0,0,2
19688,Positive,1,0,0
19689,Positive,1,0,0
19690,Neutral,0,0,1
19691,Negative,0,1,0
19692,Negative,0,1,1
19693,Neutral,0,0,2
19694,Positive,1,0,0
19695,Negative,0,1,3
19696,Positive,1,0,2
19697,Negative,0,1,0
19698,Neutral,0,0,1
19699,Neutral,0,0,2
19700,Positive,2,0,2
19701,Negative,0,1,3
19702,Mixed,1,1,0
19703,Neutral,0,0,2
19704,Positive,2,0,0
19705,Neutral,0,0,1
19706,Neutral,0,0,1
19707,Neutral,0,0,1
19708,Neutral,0,0,1
19709,Neutral,0,0,1
19710,Neutral,0,0,2
19711,Negative,0,1,1
19712,Mixed,2,1,2
19713,Positive,1,0,0
19714,Neutral,0,0,1
19715,Neutral,0,0,1
19716,Neutral,0,0,1
19717,Neutral,0,0,1
19718,Negative,0,1,0
19719,Positive,1,0,2
19720,Neutral,0,0,1
19721,Negative,0,2,3
19722,Negative,0,1,1
19723,Negative,0,1,0
19724,Negative,0,1,6
19725,Neutral,0,0,1
19726,Neutral,0,0,1
19727,Neutral,0,0,1
19728,Neutral,0,0,1
19729,Positive,2,0,0
19730,Neutral,0,0,1
19731,Negative,0,1,1
19732,Negative,0,1,2
19733,Neutral,0,0,1
19734,Neutral,0,0,1
19735,Neutral,0,0,1
19736,Neutral,0,0,1
19737,Neutral,0,0,2
19738,Neutral,0,0,1
19739,Neutral,0,0,1
19740,Neutral,0,0,1
19741,Neutral,0,0,1
19742,Positive,2,0,0
19743,Neutral,0,0,2
19744,Neutral,0,0,2
19745,Negative,0,1,3
19746,Neutral,0,0,1
19747,Negative,0,1,3
19748,Neutral,0,0,1
19749,Mixed,1,1,0
19750,Neutral,0,0,3
19751,Neutral,0,0,1
19752,Neutral,0,0,1
19753,Neutral,0,0,1
19754,Neutral,0,0,3
19755,Positive,1,0,0
19756,Neutral,0,0,3
19757,Neutral,0,0,1
19758,Positive,1,0,0
19759,Negative,0,1,1
19760,Negative,0,1,0
19761,Positive,2,0,1
19762,Positive,1,0,0
19763,Neutral,0,0,2
19764,Positive,2,0,1
19765,Neutral,0,0,2
19766,Positive,2,0,2
19767,Positive,1,0,0
19768,Negative,0,3,0
19769,Negative,0,2,1
19770,Neutral,0,0,1
19771,Mixed,1,1,1
19772,Neutral,0,0,1
19773,Negative,0,1,2
19774,Mixed,1,1,3
19775,Negative,0,1,2
19776,Neutral,0,0,2
19777,Neutral,0,0,1
19778,Positive,1,0,1
19779,Negative,0,1,1
19780,Negative,0,1,2
19781,Positive,2,0,1
19782,Positive,2,0,0
19783,Negative,0,1,1
19784,Negative,0,2,6
19785,Positive,2,0,0
19786,Mixed,1,1,2
19787,Negative,0,1,0
19788,Negative,0,1,2
19789,Positive,1,0,1
19790,Negative,0,1,0
19791,Neutral,0,0,1
19792,Neutral,0,0,1
19793,Neutral,0,0,1
19794,Negative,0,1,1
19795,Positive,2,0,0
19796,Positive,1,0,0
19797,Mixed,1,1,0
19798,Neutral,0,0,1
19799,Neutral,0,0,1
19800,Positive,1,0,2
19801,Neutral,0,0,1
19802,Neutral,0,0,1
19803,Negative,0,1,0
19804,Positive,2,0,0
19805,Negative,0,1,0
19806,Positive,1,0,1
19807,Positive,2,0,0
19808,Positive,1,0,1
19809,Negative,0,1,2
19810,Positive,2,0,0
19811,Neutral,0,0,1
19812,Neutral,0,0,1
19813,Negative,0,1,0
19814,Positive,1,0,0
19815,Negative,0,1,2
19816,Negative,0,1,0
19817,Positive,4,0,0
19818,Negative,0,1,1
19819,Neutral,0,0,1
19820,Neutral,0,0,2
19821,Neutral,0,0,1
19822,Negative,0,1,0
19823,Neutral,0,0,1
19824,Positive,2,0,3
19825,Positive,1,0,1
19826,Negative,0,1,1
19827,Neutral,0,0,1
19828,Positive,1,0,0
19829,Positive,1,0,0
19830,Neutral,0,0,1
19831,Negative,0,1,2
19832,Negative,0,3,0
19833,Negative,0,1,2
19834,Negative,0,1,2
19835,Negative,0,1,5
19836,Negative,0,2,4
19837,Neutral,0,0,1
19838,Negative,0,1,2
19839,Neutral,0,0,2
19840,Negative,0,1,1
19841,Positive,2,0,0
19842,Neutral,0,0,1
19843,Negative,0,1,0
19844,Negative,0,1,0
19845,Neutral,0,0,1
19846,Neutral,0,0,1
19847,Neutral,0,0,2
19848,Negative,0,1,2
19849,Positive,3,0,1
19850,Neutral,0,0,1
19851,Positive,1,0,0
19852,Positive,2,0,0
19853,Neutral,0,0,3
19854,Positive,1,0,4
19855,Neutral,0,0,2
19856,Positive,1,0,1
19857,Positive,1,0,1
19858,Negative,0,1,0
19859,Neutral,0,0,1
19860,Positive,2,0,1
19861,Neutral,0,0,1
19862,Negative,0,1,0
19863,Neutral,0,0,3
19864,Neutral,0,0,4
19865,Negative,0,1,2
19866,Neutral,0,0,1
19867,Neutral,0,0,5
19868,Negative,0,1,2
19869,Positive,1,0,0
19870,Positive,1,0,0
19871,Negative,0,1,0
19872,Neutral,0,0,1
19873,Neutral,0,0,1
19874,Negative,0,2,1
19875,Positive,1,0,0
19876,Positive,1,0,0
19877,Positive,1,0,2
19878,Neutral,0,0,1
19879,Neutral,0,0,1
19880,Neutral,0,0,1
19881,Neutral,0,0,1
19882,Neutral,0,0,1
19883,Neutral,0,0,1
19884,Negative,0,1,0
19885,Positive,1,0,2
19886,Neutral,0,0,1
19887,Neutral,0,0,1
19888,Neutral,0,0,1
19889,Neutral,0,0,1
19890,Neutral,0,0,3
19891,Positive,1,0,0
19892,Positive,1,0,0
19893,Neutral,0,0,1
19894,Neutral,0,0,1
19895,Negative,0,1,0
19896,Positive,1,0,3
19897,Neutral,0,0,1
19898,Mixed,1,1,1
19899,Neutral,0,0,1
19900,Neutral,0,0,1
19901,Neutral,0,0,1
19902,Neutral,0,0,1
19903,Neutral,0,0,1
19904,Neutral,0,0,1
19905,Neutral,0,0,1
19906,Neutral,0,0,1
19907,Neutral,0,0,1
19908,Neutral,0,0,1
19909,Neutral,0,0,2
19910,Neutral,0,0,3
19911,Mixed,1,2,2
19912,Neutral,0,0,1
19913,Positive,2,0,3
19914,Neutral,0,0,1
19915,Neutral,0,0,1
19916,Neutral,0,0,1
19917,Neutral,0,0,1
19918,Neutral,0,0,1
19919,Neutral,0,0,1
19920,Neutral,0,0,1
19921,Neutral,0,0,1
19922,Negative,0,1,0
19923,Positive,1,0,2
19924,Neutral,0,0,2
19925,Negative,0,1,1
19926,Neutral,0,0,1
19927,Positive,1,0,1
19928,Neutral,0,0,1
19929,Neutral,0,0,1
19930,Neutral,0,0,1
19931,Positive,1,0,0
19932,Neutral,0,0,1
19933,Positive,1,0,2
19934,Negative,0,3,2
19935,Mixed,1,1,1
19936,Negative,0,2,3
19937,Negative,0,1,0
19938,Mixed,2,1,0
19939,Mixed,1,1,1
19940,Neutral,0,0,1
19941,Neutral,0,0,1
19942,Mixed,1,1,0
19943,Positive,1,0,1
19944,Negative,0,1,1
19945,Negative,0,1,0
19946,Neutral,0,0,1
19947,Positive,1,0,1
19948,Negative,0,1,2
19949,Neutral,0,0,1
19950,Neutral,0,0,1
19951,Positive,1,0,2
19952,Negative,0,1,0
19953,Positive,1,0,1
19954,Positive,1,0,1
19955,Neutral,0,0,1
19956,Neutral,0,0,1
19957,Neutral,0,0,2
19958,Neutral,0,0,1
19959,Negative,0,1,2
19960,Neutral,0,0,1
19961,Neutral,0,0,1
19962,Mixed,2,1,1
19963,Neutral,0,0,2
19964,Positive,1,0,4
19965,Positive,1,0,1
19966,Mixed,2,2,1
19967,Mixed,1,1,0
19968,Positive,1,0,1
19969,Neutral,0,0,1
19970,Neutral,0,0,2
19971,Negative,0,1,0
19972,Negative,0,3,4
19973,Neutral,0,0,2
19974,Mixed,2,2,3
19975,Positive,2,0,4
19976,Negative,0,1,1
19977,Negative,0,1,2
19978,Mixed,2,1,2
19979,Neutral,0,0,1
19980,Neutral,0,0,1
19981,Positive,1,0,1
19982,Neutral,0,0,1
19983,Negative,0,1,1
19984,Neutral,0,0,1
19985,Mixed,2,1,2
19986,Positive,1,0,0
19987,Neutral,0,0,1
19988,Neutral,0,0,2
19989,Mixed,1,1,0
19990,Neutral,0,0,1
19991,Positive,1,0,1
19992,Neutral,0,0,1
19993,Positive,1,0,0
19994,Negative,0,1,2
19995,Positive,3,0,0
19996,Positive,2,0,0
19997,Positive,1,0,1
19998,Neutral,0,0,1
19999,Negative,0,2,4
20000,Positive,1,0,0
20001,Positive,2,0,0
20002,Positive,1,0,1
20003,Positive,2,0,1
20004,Mixed,1,1,1
20005,Positive,2,0,1
20006,Positive,1,0,2
20007,Negative,0,1,2
20008,Positive,2,0,2
20009,Neutral,0,0,1
20010,Negative,0,1,5
20011,Neutral,0,0,2
20012,Mixed,1,1,0
20013,Negative,0,1,0
20014,Neutral,0,0,2
20015,Positive,1,0,0
20016,Positive,1,0,0
20017,Positive,1,0,0
20018,Negative,0,2,0
20019,Positive,1,0,0
20020,Neutral,0,0,1
20021,Neutral,0,0,1
20022,Neutral,0,0,1
20023,Neutral,0,0,1
20024,Neutral,0,0,2
20025,Positive,1,0,0
20026,Neutral,0,0,1
20027,Negative,0,1,1
20028,Negative,0,1,0
20029,Positive,1,0,0
20030,Neutral,0,0,1
20031,Neutral,0,0,1
20032,Positive,1,0,1
20033,Neutral,0,0,1
20034,Neutral,0,0,1
20035,Neutral,0,0,1
20036,Mixed,1,1,2
20037,Mixed,1,1,1
20038,Neutral,0,0,1
20039,Neutral,0,0,3
20040,Mixed,1,2,0
20041,Positive,2,0,1
20042,Neutral,0,0,1
20043,Negative,0,2,0
20044,Neutral,0,0,2
20045,Neutral,0,0,1
20046,Neutral,0,0,1
20047,Neutral,0,0,1
20048,Negative,0,1,1
20049,Neutral,0,0,1
20050,Neutral,0,0,1
20051,Positive,1,0,2
20052,Neutral,0,0,4
20053,Positive,1,0,1
20054,Neutral,0,0,1
20055,Negative,0,1,1
20056,Neutral,0,0,2
20057,Neutral,0,0,1
20058,Neutral,0,0,1
20059,Negative,0,1,3
20060,Neutral,0,0,1
20061,Neutral,0,0,1
20062,Neutral,0,0,1
20063,Neutral,0,0,1
20064,Neutral,0,0,1
20065,Negative,0,1,3
20066,Neutral,0,0,2
20067,Neutral,0,0,2
20068,Negative,0,1,0
20069,Positive,2,0,2
20070,Negative,0,1,2
20071,Negative,0,1,0
20072,Positive,1,0,2
20073,Negative,0,1,0
20074,Mixed,1,2,1
20075,Positive,1,0,0
20076,Positive,1,0,1
20077,Positive,2,0,1
20078,Positive,1,0,2
20079,Negative,0,1,2
20080,Positive,1,0,0
20081,Neutral,0,0,1
20082,Mixed,1,1,0
20083,Negative,0,1,0
20084,Neutral,0,0,1
20085,Mixed,1,1,0
20086,Mixed,1,1,0
20087,Mixed,1,1,3
20088,Neutral,0,0,3
20089,Neutral,0,0,2
20090,Negative,0,2,1
20091,Positive,1,0,0
20092,Mixed,1,2,2
20093,Mixed,1,2,0
20094,Positive,1,0,2
20095,Neutral,0,0,3
20096,Positive,2,0,0
20097,Negative,0,2,1
20098,Neutral,0,0,2
20099,Negative,0,1,0
20100,Negative,0,1,0
20101,Negative,0,2,0
20102,Negative,0,1,2
20103,Positive,2,0,0
20104,Negative,0,1,0
20105,Neutral,0,0,2
20106,Neutral,0,0,1
20107,Neutral,0,0,1
20108,Negative,0,1,1
20109,Neutral,0,0,2
20110,Positive,2,0,3
20111,Neutral,0,0,3
20112,Positive,2,0,0
20113,Negative,0,1,1
20114,Neutral,0,0,1
20115,Negative,0,1,1
20116,Positive,1,0,1
20117,Neutral,0,0,1
20118,Negative,0,1,1
20119,Negative,0,2,1
20120,Negative,0,2,0
20121,Negative,0,2,3
20122,Negative,0,1,0
20123,Mixed,1,1,0
20124,Negative,0,1,1
20125,Neutral,0,0,2
20126,Neutral,0,0,1
20127,Neutral,0,0,2
20128,Neutral,0,0,2
20129,Mixed,1,1,1
20130,Negative,0,1,0
20131,Negative,0,2,4
20132,Neutral,0,0,2
20133,Mixed,2,1,3
20134,Neutral,0,0,2
20135,Neutral,0,0,3
20136,Negative,0,2,1
20137,Neutral,0,0,1
20138,Negative,0,2,1
20139,Neutral,0,0,1
20140,Neutral,0,0,1
20141,Negative,0,1,2
20142,Neutral,0,0,1
20143,Neutral,0,0,1
20144,Neutral,0,0,1
20145,Neutral,0,0,3
20146,Neutral,0,0,1
20147,Mixed,1,1,1
20148,Mixed,3,1,5
20149,Positive,2,0,2
20150,Neutral,0,0,1
20151,Neutral,0,0,1
20152,Neutral,0,0,1
20153,Neutral,0,0,1
20154,Neutral,0,0,1
20155,Neutral,0,0,1
20156,Neutral,0,0,1
20157,Neutral,0,0,1
20158,Positive,3,0,0
20159,Neutral,0,0,1
20160,Negative,0,2,2
20161,Neutral,0,0,2
20162,Negative,0,2,0
20163,Neutral,0,0,1
20164,Mixed,2,1,0
20165,Neutral,0,0,1
20166,Neutral,0,0,2
20167,Mixed,1,2,1
20168,Negative,0,1,0
20169,Positive,1,0,0
20170,Negative,0,1,3
20171,Positive,1,0,1
20172,Negative,0,2,0
20173,Neutral,0,0,1
20174,Neutral,0,0,1
20175,Neutral,0,0,1
20176,Positive,1,0,1
20177,Negative,0,1,1
20178,Neutral,0,0,1
20179,Positive,1,0,0
20180,Neutral,0,0,1
20181,Neutral,0,0,1
20182,Neutral,0,0,1
20183,Neutral,0,0,1
20184,Negative,0,2,0
20185,Positive,2,0,0
20186,Neutral,0,0,1
20187,Neutral,0,0,1
20188,Positive,2,0,0
20189,Mixed,1,1,4
20190,Negative,0,1,2
20191,Positive,1,0,0
20192,Positive,1,0,2
20193,Neutral,0,0,1
20194,Neutral,0,0,1
20195,Positive,1,0,1
20196,Neutral,0,0,2
20197,Neutral,0,0,1
20198,Negative,0,3,1
20199,Mixed,1,1,1
20200,Negative,0,2,0
20201,Neutral,0,0,1
20202,Positive,1,0,2
20203,Neutral,0,0,1
20204,Neutral,0,0,3
20205,Neutral,0,0,1
20206,Negative,0,1,0
20207,Mixed,1,1,3
20208,Negative,0,2,2
20209,Positive,1,0,2
20210,Positive,1,0,1
20211,Positive,1,0,3
20212,Positive,1,0,0
20213,Negative,0,2,0
20214,Positive,1,0,0
20215,Neutral,0,0,2
20216,Neutral,0,0,1
20217,Neutral,0,0,1
20218,Neutral,0,0,1
20219,Neutral,0,0,1
20220,Neutral,0,0,1
20221,Neutral,0,0,1
20222,Negative,0,1,0
20223,Neutral,0,0,1
20224,Neutral,0,0,1
20225,Neutral,0,0,1
20226,Neutral,0,0,1
20227,Mixed,1,1,0
20228,Mixed,2,1,1
20229,Mixed,1,1,1
20230,Negative,0,1,1
20231,Neutral,0,0,1
20232,Neutral,0,0,1
20233,Neutral,0,0,1
20234,Neutral,0,0,1
20235,Neutral,0,0,2
20236,Neutral,0,0,1
20237,Neutral,0,0,1
20238,Neutral,0,0,1
20239,Negative,0,1,0
20240,Negative,0,1,0
20241,Neutral,0,0,1
20242,Neutral,0,0,1
20243,Neutral,0,0,1
20244,Neutral,0,0,1
20245,Negative,0,1,0
20246,Neutral,0,0,1
20247,Neutral,0,0,1
20248,Neutral,0,0,2
20249,Neutral,0,0,1
20250,Neutral,0,0,1
20251,Positive,1,0,0
20252,Neutral,0,0,1
20253,Neutral,0,0,1
20254,Positive,2,0,0
20255,Negative,0,2,0
20256,Negative,0,1,0
20257,Neutral,0,0,1
20258,Neutral,0,0,1
20259,Neutral,0,0,1
20260,Positive,1,0,1
20261,Positive,1,0,1
20262,Neutral,0,0,1
20263,Negative,0,1,0
20264,Mixed,1,1,0
20265,Neutral,0,0,3
20266,Positive,1,0,0
20267,Negative,0,1,1
20268,Neutral,0,0,8
20269,Neutral,0,0,2
20270,Positive,1,0,1
20271,Neutral,0,0,1
20272,Neutral,0,0,1
20273,Neutral,0,0,1
20274,Neutral,0,0,1
20275,Neutral,0,0,1
20276,Negative,0,3,3
20277,Negative,0,1,0
20278,Positive,1,0,0
20279,Negative,0,1,0
20280,Positive,2,0,0
20281,Neutral,0,0,2
20282,Positive,1,0,0
20283,Neutral,0,0,1
20284,Neutral,0,0,1
20285,Neutral,0,0,1
20286,Neutral,0,0,1
20287,Neutral,0,0,1
20288,Neutral,0,0,1
20289,Positive,1,0,1
20290,Neutral,0,0,1
20291,Neutral,0,0,1
20292,Neutral,0,0,1
20293,Neutral,0,0,1
20294,Neutral,0,0,1
20295,Neutral,0,0,1
20296,Neutral,0,0,1
20297,Neutral,0,0,1
20298,Positive,3,0,0
20299,Neutral,0,0,1
20300,Neutral,0,0,1
20301,Neutral,0,0,1
20302,Neutral,0,0,1
20303,Neutral,0,0,1
20304,Neutral,0,0,1
20305,Neutral,0,0,1
20306,Neutral,0,0,1
20307,Neutral,0,0,1
20308,Neutral,0,0,1
20309,Neutral,0,0,1
20310,Neutral,0,0,1
20311,Neutral,0,0,1
20312,Neutral,0,0,1
20313,Neutral,0,0,1
20314,Neutral,0,0,1
20315,Mixed,1,1,1
20316,Neutral,0,0,1
20317,Neutral,0,0,1
20318,Positive,1,0,0
20319,Positive,1,0,4
20320,Neutral,0,0,1
20321,Neutral,0,0,1
20322,Neutral,0,0,1
20323,Negative,0,1,0
20324,Neutral,0,0,1
20325,Negative,0,1,1
20326,Neutral,0,0,1
20327,Positive,2,0,1
20328,Neutral,0,0,1
20329,Neutral,0,0,1
20330,Neutral,0,0,1
20331,Neutral,0,0,1
20332,Neutral,0,0,1
20333,Negative,0,3,0
20334,Neutral,0,0,1
20335,Neutral,0,0,1
20336,Neutral,0,0,1
20337,Neutral,0,0,1
20338,Negative,0,1,2
20339,Negative,0,1,0
20340,Neutral,0,0,1
20341,Neutral,0,0,1
20342,Neutral,0,0,1
20343,Neutral,0,0,1
20344,Positive,1,0,0
20345,Positive,1,0,1
20346,Neutral,0,0,1
20347,Neutral,0,0,1
20348,Negative,0,1,3
20349,Neutral,0,0,1
20350,Positive,1,0,0
20351,Neutral,0,0,1
20352,Positive,1,0,0
20353,Neutral,0,0,1
20354,Neutral,0,0,1
20355,Neutral,0,0,1
20356,Positive,1,0,0
20357,Positive,1,0,4
20358,Positive,1,0,0
20359,Neutral,0,0,1
20360,Neutral,0,0,1
20361,Neutral,0,0,1
20362,Neutral,0,0,1
20363,Neutral,0,0,1
20364,Neutral,0,0,1
20365,Neutral,0,0,1
20366,Neutral,0,0,1
20367,Neutral,0,0,1
20368,Neutral,0,0,1
20369,Neutral,0,0,1
20370,Positive,1,0,2
20371,Positive,1,0,2
20372,Neutral,0,0,1
20373,Negative,0,1,2
20374,Neutral,0,0,1
20375,Neutral,0,0,1
20376,Neutral,0,0,1
20377,Negative,0,1,1
20378,Neutral,0,0,2
20379,Negative,0,1,0
20380,Mixed,1,1,0
20381,Negative,0,1,0
20382,Positive,1,0,0
20383,Negative,0,1,1
20384,Neutral,0,0,1
20385,Neutral,0,0,1
20386,Negative,0,1,1
20387,Neutral,0,0,4
20388,Negative,0,1,0
20389,Positive,1,0,0
20390,Neutral,0,0,3
20391,Negative,0,1,0
20392,Positive,1,0,1
20393,Neutral,0,0,1
20394,Neutral,0,0,1
20395,Neutral,0,0,1
20396,Neutral,0,0,1
20397,Neutral,0,0,1
20398,Neutral,0,0,1
20399,Neutral,0,0,1
20400,Mixed,1,2,1
20401,Neutral,0,0,2
20402,Neutral,0,0,3
20403,Mixed,1,2,0
20404,Negative,0,1,0
20405,Neutral,0,0,1
20406,Negative,0,1,0
20407,Mixed,1,1,0
20408,Positive,1,0,0
20409,Positive,1,0,0
20410,Neutral,0,0,1
20411,Positive,1,0,0
20412,Neutral,0,0,2
20413,Negative,0,2,2
20414,Positive,1,0,0
20415,Neutral,0,0,1
20416,Negative,0,2,1
20417,Negative,0,3,1
20418,Mixed,1,1,5
20419,Negative,0,3,1
20420,Neutral,0,0,1
20421,Negative,0,3,5
20422,Positive,2,0,1
20423,Positive,1,0,1
20424,Negative,0,1,1
20425,Negative,0,1,2
20426,Negative,0,1,1
20427,Positive,1,0,0
20428,Negative,0,1,3
20429,Negative,0,1,0
20430,Neutral,0,0,2
20431,Positive,2,0,0
20432,Negative,0,1,0
20433,Negative,0,1,3
20434,Positive,1,0,0
20435,Positive,1,0,2
20436,Negative,0,1,3
20437,Negative,0,1,2
20438,Negative,0,1,0
20439,Neutral,0,0,1
20440,Negative,0,1,2
20441,Positive,1,0,0
20442,Positive,2,0,3
20443,Neutral,0,0,2
20444,Positive,1,0,0
20445,Negative,0,1,0
20446,Positive,1,0,0
20447,Neutral,0,0,1
20448,Negative,0,1,1
20449,Positive,1,0,2
20450,Negative,0,2,0
20451,Positive,3,0,0
20452,Positive,1,0,3
20453,Positive,1,0,1
20454,Negative,0,2,1
20455,Negative,0,1,3
20456,Positive,1,0,0
20457,Positive,1,0,0
20458,Neutral,0,0,2
20459,Positive,2,0,1
20460,Negative,0,2,1
20461,Positive,1,0,0
20462,Positive,1,0,1
20463,Positive,1,0,5
20464,Neutral,0,0,1
20465,Negative,0,1,0
20466,Positive,2,0,0
20467,Negative,0,1,3
20468,Positive,2,0,1
20469,Negative,0,1,1
20470,Negative,0,1,1
20471,Neutral,0,0,1
20472,Negative,0,1,4
20473,Negative,0,1,0
20474,Mixed,1,1,1
20475,Negative,0,1,0
20476,Mixed,1,2,1
20477,Negative,0,2,0
20478,Neutral,0,0,3
20479,Neutral,0,0,2
20480,Negative,0,1,0
20481,Positive,1,0,1
20482,Positive,2,0,0
20483,Negative,0,2,0
20484,Neutral,0,0,1
20485,Neutral,0,0,1
20486,Neutral,0,0,1
20487,Neutral,0,0,1
20488,Neutral,0,0,1
20489,Neutral,0,0,1
20490,Neutral,0,0,1
20491,Neutral,0,0,1
20492,Negative,0,1,3
20493,Negative,0,2,0
20494,Neutral,0,0,1
20495,Neutral,0,0,1
20496,Positive,2,0,0
20497,Positive,1,0,0
20498,Mixed,1,2,0
20499,Positive,1,0,0
20500,Positive,1,0,0
20501,Mixed,2,1,1
20502,Neutral,0,0,1
20503,Positive,1,0,1
20504,Negative,0,1,1
20505,Neutral,0,0,1
20506,Mixed,1,3,2
20507,Neutral,0,0,1
20508,Negative,0,1,0
20509,Neutral,0,0,1
20510,Neutral,0,0,1
20511,Positive,1,0,3
20512,Negative,0,1,0
20513,Neutral,0,0,1
20514,Neutral,0,0,2
20515,Neutral,0,0,2
20516,Negative,0,1,1
20517,Positive,1,0,1
20518,Mixed,1,1,1
20519,Neutral,0,0,1
20520,Neutral,0,0,1
20521,Neutral,0,0,1
20522,Neutral,0,0,3
20523,Neutral,0,0,2
20524,Neutral,0,0,1
20525,Negative,0,1,0
20526,Positive,1,0,0
20527,Negative,0,1,0
20528,Negative,0,3,4
20529,Mixed,2,1,0
20530,Positive,1,0,0
20531,Negative,0,1,0
20532,Negative,0,1,1
20533,Neutral,0,0,3
20534,Positive,1,0,3
20535,Neutral,0,0,2
20536,Negative,0,1,0
20537,Neutral,0,0,1
20538,Negative,0,2,1
20539,Negative,0,2,0
20540,Negative,0,1,0
20541,Neutral,0,0,2
20542,Negative,0,1,0
20543,Neutral,0,0,1
20544,Positive,1,0,0
20545,Negative,0,1,2
20546,Positive,1,0,2
20547,Positive,1,0,0
20548,Positive,1,0,0
20549,Positive,2,0,1
20550,Neutral,0,0,1
