,user_id,username,date,tweet
3,21993294,sileer,2017-08-19,' When ( she will ) t flood of from & ; Mid East will explode in cos that ' s what aka EU '
4,23603800,kp_x_,2017-08-19,Thought he you for the time he was on ! Flood likewise .
5,2361590472,nuneatonmems,2017-08-19,1932 Carnival - see they commemorate the 1932 going by the sign on vehicle .
6,2243245631,hkvdesaihemant,2017-08-19,: : Any should be Above The Flood Water Level .
7,226340940,ry_lewis,2017-08-19,That should open the flood now
8,1103866116,keithtomkins,2017-08-19,"Really nice "" rough "" field . Grazing , and natural flood management"
9,2393676519,pgcproshop,2017-08-19,is due to flooding
10,3446146816,riverlevelsuk,2017-08-19,Flood Alert : North Sea Coast at 11 : 27 19 August
11,236780546,rnlikessock,2017-08-19,"is here and a great time . He ' s seen the Flood Rescue Team , taken some …"
12,20699731,thesonicmole,2017-08-19,I got up in the cinema but I ’ d forgotten about it . It all came flooding back .
13,2551018562,karenmaryoneill,2017-08-19,"Vote as ' s charity partner . Lifesaving work - search + rescue , flood response , + water safety education sea"
14,22746027,loll43,2017-08-19,"A little wind swept but all ready for another day of maybe someone is , he brought his canoe"
15,748958461,ktmarsh98,2017-08-19,"You ' d think somebody was dying or something at how upset I am to leave for another week , pure in of miss my girl"
16,2417832685,thebozzzaa,2017-08-19,"Yep , still flooding my cricket pitch"
0,103822463,trevorfreeman67,2020-05-02,"All comes flooding back vividly , tragic weekend and strangely only like yesterday !! Senna"
1,39771856,iammarzipan,2020-05-02,Another flood ... please ... another flood ... It ’ be and over with faster than this virus
2,800355368,amms_amri,2020-05-01,"everyone to post a photo you ' taken from a place you ' been . The only thing is that you NOT appear in it . Just a pic , no description . Let ' s flood with to ease this isolation . Copy this , post a photo & ; let ' s travel virtually around the world ."
3,1117907647,mike96hughes,2020-05-01,No but it was just . I only going in 2005 and was 13 when we left Road so it was just like my childhood flooding back to me .
4,2610533400,alhabsi229,2020-05-01,"everyone to post a photo you ' taken from a place you ' been . The only thing is that you NOT appear in it . Just a pic , no description . Let ' s flood with to ease this isolation . Copy this , post a photo & ; let ' s travel virtually around the world ."
5,764523209869889536,mikegamlin1,2020-05-01,like to a flood drain ?
6,303999750,andynbrown16,2020-05-01,I ’ m clearly not a builder but the 1 thing I have learnt is that you know nothing until you are ‘ in the ground ’. This is why this so critical . Ribble Flood investment
7,312748230,wwg1992,2020-05-01,"everyone to post a photo you ' taken from a place you ' been . The only thing is that you NOT appear in it . Just a pic , no description . Let ' s flood with to ease this isolation . Copy this , post a photo & ; let ' s travel virtually around the world2014"
8,2590185077,nigelbfraser,2020-05-01,"Great idea from Rowing club - supporting and the recovery from the , whilst keeping everyone fit !"
9,500156993,samallen_20,2020-05-01,"Going to miss away days like this , nights under the flood and the with the on the piss"
10,3037702331,antichristkk,2020-05-01,"I feel the flooding in , stand for our queen : the1975 Black"
11,4396343415,nmoir565,2020-05-01,They sent out a flood of mail order ( which won ’ t have been done ) and included them in yesterday ’ s . Blatant manipulation .
12,231172611,cupcakejaney,2020-05-01,"Now a teary afternoon as is wonderful on that remind me of my late Dad ; we ’ had , Blue Sky & ; now Sweet Caroline - the 10yo will be in here in in a minute too . Ah well , sometimes you need a good cry don ’ t you ?"
13,970955757335273473,trevor62546966,2020-05-01,Patel from select committee why not tested at the airport and the question would carry more weight if not being by Labour who were of the Blair government who the flood to the untested with
14,257836462,francesw05,2020-05-01,"739 are in unimaginable grief & ; trauma today . flooding , inconsolable restlessness . Not knowing whether to sit down , stand up , cry , shout , scream or crawl into a ball of misery and despair . 739 too many . So at least double or triple or quadruple that pain ."
15,303361325,gerard_d_,2020-05-01,"Out for my daily stroll , giving this another blast after last night . Even better through , brilliant album , of Sunrise at the flooding back"
16,303999750,andynbrown16,2020-05-01,Good to spend my afternoon catching with key catching up on of new flood at investment
17,636383784,joaniemac17,2020-05-01,"I don ’ t remember but I may have been sheltered , down in the flood plain that is I shall look up the and , and will tweet them . It was before I used Twitter . this space ..."
18,103528968,eduphotodublin,2020-05-01,pearsecollegeportfolios2020 have been flooding in before deadline . Well Done All . We will be posting sample works in coming from Year One ( Documentary & ; Digital ) and …
19,606106775,stevemooreea,2020-05-01,"In addition to our excellent construction work , we are also out our assets where safe to do so . These from are just some of many and our staff & ; do every day to prevent the risk of flooding"
0,248738647,jchasedistill,2020-09-22,The haulm ( leafy foliage ) have been topped the to flood into the spud and the skin to set ready for harvest any day now .
1,80929922,blhbowlingclub,2020-09-22,"Day 2 of the Building Work gone very well today , well by and the farming community . The work is to alleviate flooding at the Club in the future by flood from"
2,2921329959,robturnerchina,2020-09-22,Post prandial snuggle with the flooding one . If you have mad you have everything . @ The Vestibule at 4RC
3,343836320,scarrescue,2020-09-22,Day one of a ‘ Rescue from course ’ as a number of our and Flood Rescue go through their three yearly with
4,698246794652880896,trevordureycast,2020-09-22,Good Luck tonight in the FA Cup 1st Round from us all & ; Fortress ️
5,430211873,buffywills,2020-09-22,"It ’ s been a very interesting day , who ’ d have thought I ’ d be going from a zoom call on community response to COVID , to giving on fitting flood ‍️ never a dull moment"
6,1243691447582416898,hjackmanea,2020-09-22,Productive day supporting the installation of a bed mounted velocity profiler at Bailiff Bridge . Once indexed this will provide valuable hydrometric data to support local flood alleviation .
7,483313663,philipemorrisse,2020-09-22,There was a lad in one of the who a flood in his apartment and left a cat in a . His mate immediately out
8,2512429878,siobhanfreya,2020-09-22,So what can they do ? It ' s not like building flood
9,44962947,gazzatheskin,2020-09-22,Coming home from football and finding my wife in of as she had a massive anxiety attack . An afternoon of and for her .
10,264278801,tthorp87,2020-09-22,The 10pm national kick out time must be of major concern in of public disorder as people flood onto the street at exactly the same time every night . This further the rise in unregulated out of licensed where the stringent safety 2 / 3
11,390954813,cremecook26,2020-09-22,"in the attic while and our plumber graft to get us sorted for winter . After a flood last year , we can ' t be it again . Great service , all round , and thanks to for very supportive agile working"
12,300513381,djfatboyrob,2020-09-22,"Some lazy , filthy bastard have chosen to dump their crap on the Beautiful Flood Route . For goodness sake sort yourself out you dick !! on My"
13,799686922721316865,ollie_harfield,2020-09-22,Can flood to to watch live with no social but can ’ t stand outside in a stadium to support local ’ t make it up !
14,706148825925361664,joanne_bunting,2020-09-22,️ - flooding ️ Recently I had the to ask the Infrastructure Minister what progress been made regarding a flood alleviation scheme . The Minister advised a detailed study & ; economic appraisal is currently being taken forward with the draft report due in Autumn .
15,20926519,bearadventure,2020-09-22,Start the adventure young and it will stay with them for life . Me and management exploring the underworld it out for flood . caving @
16,1283817502464761857,linescapephoto,2020-09-22,Flooding my mind with image . Time to grab the camera and hit the road . creative
0,2147752819,robttalbot,2021-01-06,flood
1,322877446,roisinbunny,2021-01-06,My god Hazel is an absolute warrior . In here watching her . She ’ s an absolute inspiration . Can ’ t wait to see her succeed in this .
2,3729290662,annmairelee,2021-01-06,"Well , can you flood the Oval Office with inside , locked in with please . Preferably with his who are staff . & ; Pence & ; the spokeswoman & ; ...... the whole lot of them .... now , before it worse ."
3,14631622,duncanenright,2021-01-06,Many thanks to who their awful of the Witney 2020 with tonight . We deserve a better response and will follow up urgently . We also need to do more to address the climate change and .
4,39558281,hoggyevans,2021-01-06,"Again , very slow transition from / forward .. man City to get back and flood the . Plus martial been"
5,183982294,jyparadoxchild,2021-01-06,"flood flooding @ ,"
6,183982294,jyparadoxchild,2021-01-06,"flood flooding @ ,"
7,776539790,cazgraham1,2021-01-06,"Energy produced on farm in this week . Growing willow for other too , like improving & ; flood alleviation which is why and have this crop near and , boy , did it rain while we were recording !"
8,858364175239741440,gjmunro26,2021-01-06,Keep the other one for the flood which should be after the plague of .
9,708379905,riponalykesken,2021-01-06,I was led to believe the first photo was the old stepping and the second photo were the new built with the flood and regeneration of the river .
10,4662679655,clivelap,2021-01-06,"Once , now resting place for . migration pasture ornithology flood @"
11,811682045294419969,keepitgreenbelt,2021-01-06,"18 Good luck . I take the point re . I suggest you start making and posting about what you will do as a , what you will address and post them to social media - get your message out ! Because you can be sure Labour will flood the area with !"
12,3446146816,riverlevelsuk,2021-01-06,Flood Warning : River at Mill 17 : 09 6
13,577440299,scentbottle,2021-01-06,I was too ... mind you every time I watch it I am in at that bit . It ' s an incredibly and very special moment .
14,915361532,shanice_kiddx,2021-01-06,"i ’ m actual sitting in of cause got a wee sore face , is this normal ? my poor baby"
15,83283324,oddrt,2021-01-06,"Perhaps ‘ The Midnight Sky ’ ’ t the best thing to watch when I ’ m feeling chilly . Snow , icy tundra , flood , space disaster , frozen ... I ’ m unsure if I ’ ever be warm again"
16,94063958,beaconbabe,2021-01-06,What is the point ? You are too busy to service my i dont have to keep the pressure or fix the valve so I can turn on my outside tap without flooding my house . How come you have time to do other stuff ?
17,563096010,olikasin,2021-01-06,Is the flood the Supreme Court ?
18,377544126,mrsalknott,2021-01-06,"Effects of those are catastrophically during a pandemic . is . More public will be too such as police & ; local government . People in these run on empty as it is , without a global pandemic following a flood crisis"
19,124460617,pmodley,2021-01-06,"I get that there are probably supply , but we need to be doing all the ground work now to get all of the vaccine set up ready for when the supply in ! Yes , that they won ’ t have to wait too much longer !"
0,94171362,rebeccahlouise,2018-03-02,I ' give it a go ! Anything to stop it flooding here if the snow too quickly
1,94171362,rebeccahlouise,2018-03-02,them talk about flooding if the snow too quickly and now I ' m
2,94171362,rebeccahlouise,2018-03-02,Yeah I was just watching the late late and they were saying if it or if the snow too quickly there will be flooding so I just want to be prepared
3,94171362,rebeccahlouise,2018-03-02,how do you prevent flooding if you have no access to ???
4,1668201169,miab87,2018-03-02,Part of me can ’ t wait till it leaves but the other half is the flooding
5,45581925,scotevdrivers,2018-03-02,Beanie energy I ’ never used it to be honest . Think it was out of service for a while when they had those bad .
6,1287447402,cybrarian64,2018-03-02,The worst us to come in the aftermath of the snow . The Thaw . The Flooding . With water the have not been kept in good order . We see this after a few days of rain . Every urban area and getting rid of and which would normally absorb
7,23302818,eleanorkathryn4,2018-03-02,is the ... are flooding back throwback
8,48144054,fergal_collins,2018-03-02,"Basically Its only snow , tidal flooding and possible river flooding we need to worry about . Next up , and ."
9,315850208,spanishstray,2018-03-02,"GRAND OPENING OF OUR SHOP THIS Despite terrible disaster of / , blown down our Stray Dogs shop team have been working incredibly hard to set up ready to open on @ 11am we are at Port . Please support us , we need funds ."
10,89540972,chloestenhouse_,2018-03-02,Cannot believe a pipe just burst causing my kitchen to flood 5 away from a heart attack
11,3446146816,riverlevelsuk,2018-03-02,Flood Alert : Estuary 20 : 43 2 March
12,3446146816,riverlevelsuk,2018-03-02,Flood Alert : Wye Estuary in 20 : 42 2 March
13,459587081,davethroup,2018-03-02,Don ’ t worry our support us too when there are and . It ’ s a great part of the job !
14,3400474978,tomkinsontaylor,2018-03-02,Do you ever just look in a mirror or think about how you look and feel completely by your appearance . Genuinely feel like I ’ m going to burst into of every time I do
15,3446146816,riverlevelsuk,2018-03-02,"Flood Warning : North Sea at Bay , and 19 : 07 2 March"
16,3446146816,riverlevelsuk,2018-03-02,"Flood Warning : Estuary at North , South and 19 : 07 2 March"
17,3446146816,riverlevelsuk,2018-03-02,"Flood Warning : North Sea at Roker , 19 : 07 2 March"
18,3446146816,riverlevelsuk,2018-03-02,Flood Alert : Coast 19 : 07 2 March
19,3446146816,riverlevelsuk,2018-03-02,Flood Alert : Wear Estuary 19 : 07 2 March
20,3446146816,riverlevelsuk,2018-03-02,Flood Alert : and Wear Coast 19 : 07 2 March
21,885131602677858305,hilltopgina,2018-03-02,"Finally have you seen the , what the health and ? Watch these & ; then see how you feel . What the health is produced by the actor Phoenix . Also before the flood by . All on or . You should watch them ."
22,42497382,infac,2018-03-02,The problem from tomorrow will be flooding !
23,575702838,dailysomerset,2018-03-02,Flood alert for Pill Somerset
24,303999750,andynbrown16,2018-03-02,flood forecasting ability to account for affect of . On aver 10cm of 10mm of rain . More detail at via
25,233255070,julesfreer,2018-03-02,Bear 4 could be flooding high tide
26,695713,mrnebbi,2018-03-02,"Well , found the reason our water been useless . A burst pipe been flooding our outbuilding and pouring into the garden . Not ideal ."
27,21886827,trophyhunter,2018-03-02,need to warn folk of flooding when all this snow to melt
28,610829654,ashley__91,2018-03-02,Let ’ s get ready for the flood over the next few as the snow to disappear Forward ....
29,45442756,its_llew,2018-03-02,"When your send you a photo from your , and nostalgia you ... The of sledding down when I was a youngster just came flooding back . Happy days . Simpler days snow sled sledge sledging"
30,567567969,craig_thomas111,2018-03-02,The former resilience manager in me is kicking in ! Whilst we are worrying about the snow we need to look forward to the thaw and the of flooding from the snow and burst ! resilience
31,264388389,gunnersonwheels,2018-03-02,My is currently flooding my kitchen as the snow off and the drip - dry ! ’ snow .
32,1147740474,bishmanchester,2018-03-02,"Nope . Got safely back home in . Worst bit was wading through a flood to reach my vehicle in the car park . A pipe had and burst . Guess wet better than wet though , dry much ."
33,79825208,footyandflicks,2018-03-02,Film 3 is something weather related seeing as we ' re stuck indoors . Flood .
34,2525407007,williamfwilson2,2018-03-02,now I am just wandering who at council will they blame for the flooding that will happen next week thanks to the Snow ? Could it be ( just !) put down to the Council not clearing the local !
35,1068117661,sharondrew24,2018-03-02,Yeah snow now but flooding by the end of the week
36,906405548,angelinahardy16,2018-03-02,24 in A & ; E is just one of those that leaves you in of but you can ' t stop watching it
37,21495725,laur_pountney10,2018-03-02,I ’ had to deal with 5 in the last 18 . The universe either me to drown or me to marry a plumber ‍️
38,3446146816,riverlevelsuk,2018-03-02,Flood Warning : South Coast from Lizard Point to Head excluding City 16 : 32 2 March
39,2535824451,simon_corrigan,2018-03-02,Any news ? The are now by snow and will no doubt flood when it .
0,20420968,ronnycostello,2017-05-01,", Flood , , , , , , , Telfer , plus , and ."
1,20439317,annielizziesten,2017-05-01,are you living on a flood plane ?
2,1931252316,flood_ronan,2017-05-01,Seriously ?
3,826925022,devontoad,2017-05-01,"That ' s , I ' m sure they will put up flood and give the problem to someone else ..."
4,2785107063,leftoutside2,2017-05-01,"I find hilarious some times , it that I have made a of on here and a flood of want to follow me"
5,2378679223,fellsman60,2017-05-01,This field by the river Gowan always been vulnerable to flooding now there trying to sell for industrial its madness greed £££
6,20249481,dirtylyle,2017-05-01,Just finished . Stink by . Both in of at lovely ending bless them
7,752956307787878401,salcombebrewery,2017-05-01,Lovely walk on the quay great to see back to being busy after all the flood prevention works
8,2877806201,banndit78,2017-05-01,Even probably related to flash flooding
9,274463086,northantsfire,2017-05-01,"Incident 15 : 23 Domestic flooding by crew from , advice given - Close"
10,1931252316,flood_ronan,2017-05-01,"Well done ! Nice one , serious competition for ? Great to see"
11,574338269,cornwaii,2017-05-01,"North , and Upper River on flood alert after ..."
12,80535161,jimwilkz,2017-05-01,And don ' t get me on S flooding the County game !!
13,385668475,cosaingalway,2017-05-01,""" The are in Flood Risk Management following extensive of 6500km of river & ; across 90 coastal """
14,3446146816,riverlevelsuk,2017-05-01,Flood Alert : Upper River 10 : 27 1 May
15,3446146816,riverlevelsuk,2017-05-01,Flood Alert : 15 : 36 26
16,3446146816,riverlevelsuk,2017-05-01,Flood Alert : Wye Estuary in 15 : 47 27
17,3446146816,riverlevelsuk,2017-05-01,Flood Alert : Harbour 20 : 05 30
18,3446146816,riverlevelsuk,2017-05-01,Flood Alert : Upper River 19 : 45 30
19,3446146816,riverlevelsuk,2017-05-01,"Flood Alert : Otter and , and Area 18 : 42 30"
20,3446146816,riverlevelsuk,2017-05-01,Flood Alert : North Sea Coast from to 12 : 11 30
21,3446146816,riverlevelsuk,2017-05-01,Flood Alert : and Wear Coast 22 : 54 30
22,3446146816,riverlevelsuk,2017-05-01,Flood Alert : North Sea Coast at 12 : 32 30
23,3446146816,riverlevelsuk,2017-05-01,Flood Warning : North Sea Coast at - Harbour Road and Floral Pavilion 12 : 43 30
24,3446146816,riverlevelsuk,2017-05-01,Flood Alert : Harbour 20 : 05 30
25,3446146816,riverlevelsuk,2017-05-01,Flood Alert : Upper River 19 : 45 30
26,3446146816,riverlevelsuk,2017-05-01,"Flood Alert : Otter and , and Area 18 : 42 30"
27,3446146816,riverlevelsuk,2017-05-01,"Flood Alert : Somerset coast at , , - on - Sea and Uphill to 12 : 41 28"
28,3446146816,riverlevelsuk,2017-05-01,Flood Alert : North Sea Coast from to 12 : 11 30
29,3446146816,riverlevelsuk,2017-05-01,Flood Alert : Upper River 19 : 45 30
30,3446146816,riverlevelsuk,2017-05-01,Flood Alert : Somerset coast at Weir 18 : 09 29
31,3446146816,riverlevelsuk,2017-05-01,"Flood Alert : North Sea Coast at , and 12 : 53 30"
32,3446146816,riverlevelsuk,2017-05-01,"Flood Alert : Otter and , and Area 18 : 42 30"
33,3446146816,riverlevelsuk,2017-05-01,Flood Alert : North Sea Coast at 12 : 32 30
0,1318815811,georgialoveless,2020-06-12,"when will people that it ’ s common for the Daily Mail to create to make the real issue look weak ? they fabricate these and pretend it ’ s the opinion of the , like crying wolf . they ’ re the movement by flooding it with this"
1,3446146816,riverlevelsuk,2020-06-11,Flood Alert : Upper River Swale 20 : 46 11 June
2,3446146816,riverlevelsuk,2020-06-11,Flood Alert : River catchment 20 : 43 11 June
3,388165974,uptonlouise,2020-06-11,waiting for the flood and you to give him a like
4,2980290322,bossmosstrueman,2020-06-11,Watching this amazing in of . The reality of living with dementia is heartbreaking . Oh how I wish I could have my daddy back x x
5,1112467617497972738,dom_flood,2020-06-11,Considering I ’ not bought any
6,1112467617497972738,dom_flood,2020-06-11,I ’ take that
7,2165346463,delapreabbey,2020-06-11,Thanks for all your support today ... our three in air have the come flooding in . More than 100 since our launch on your breakfast show .
8,2985623008,dbirch214,2020-06-11,"Great , , and ! Are we heading here ?"
9,1280161598,bigpatmcaleenan,2020-06-11,"' Lest they forget ' 95 % of the yes movement are from a socialist background and it was the swing to the right with ( champagne ) that gradually our in better together ( full - blown red ) that the flood , labour us all"
10,152988768,beechmarineuk,2020-06-11,Jack - up for Flood River Hull East hull
11,606664535,philippamawbey,2020-06-11,I love your hair too . Stupid ignorant people think all define themselves through their appearance and to mock this will cause you to implode in of
12,246324373,floodmary,2020-06-11,Council to plug budget gap driven by flooding and
13,18675894,kingofbacchanal,2020-06-11,"As soon as you said about the loan shark it all came flooding back . Frank goes , Pat and the dodgy loan via . I think it was who ended up paying off the debt but she made him drop the crippling interest part ."
14,1112467617497972738,dom_flood,2020-06-11,What ’ s a joke then if you say we ’ re going down ?
15,312065106,officaljatman,2020-06-11,"lonely ask he sand about lonely . So to open the flood to help . What about , this will cause more illness ."
16,222468030,envagencyyne,2020-06-11,field have been the flood bank at as part of our essential maintenance . This us to carry out full of the embankment with our wearing and to
17,2615317490,judealdridge,2020-06-11,"we ordered from you in mid - ( to replace we lost the flooding ) - we understand that are taking much longer at the moment , you ’ t taking phone so please reply to one of the two I sent you - thank you"
18,40354568,karlbrophy,2020-06-11,"Well , I and my will be living in the independent island city state of . I ’ m afraid that almost everything north of what is now the will be underwater because they ’ t afford the flood ."
19,3434464223,timscoreboard,2020-06-11,"Two .... "" wrongful ."" As soon as culpability is accepted , the flood will be left free to open . So it ' be a cold day in hell before they will openly admit to any that cost"
20,191799004,trooper1966,2020-06-11,I am waiting for the to come flooding in . Everyone I know who a about it . I am up your way now by the footy ground
21,23772012,rachelb75,2020-06-11,"They have this stupidly . misguided notion to ' steal ' and flood with as a rebellious act Like the one so it any meaningful discussion with and somehow , somehow that is their idea of social media ' warfare '"
22,229417407,dammydr3zy,2020-06-11,Listening to c and are flooding
0,728506440,terrypike84,2019-04-15,I give up the 2x30 . The problem with the build is it not being a 1drop to compete with the 1 that can flood the board before you get the chance to claim . I think if you want to be competitive / balanced its a different list entirely
1,810440031039094784,ocean3duk,2019-04-15,Awful news from tonight . We were how 3D and our data can be used as an historical facsimile for restoration work in case of fire / flood with two of our local and a museum only very recently .
2,75011499,waterfordcounci,2019-04-15,L2020 Spring roundabout to - former Glass Factory road closed due to flooding . Follow diversion . Please drive with Caution .
3,182441551,mapalerter,2019-04-15,: L2020 Spring roundabout to - former Glass Factory road closed due to flooding . Follow diversion . Please drive with Caution . via
4,415187938,martin_lonergan,2019-04-15,"to Road is now impassable , please use alternative route if possible ! Also spot flooding on a number of !"
5,103900337,corkcoco,2019-04-15,"Road R - 579 - 613 is impassable due to FLOOD . on this road are : , , . ."
6,182441551,mapalerter,2019-04-15,"Cork : Road R - 579 - 613 is impassable due to FLOOD . on this road are : , , . . via"
7,3065787695,glengarriffwood,2019-04-15,An unusual sight : a young cormorant on one of our picnic tables during today ' s flood .
8,1135144364,sccrowther,2019-04-15,Out flood surveying Great to help yet more people reduce their flood risk . We have of across the U . K and supply globally with our supply network
9,964107452,colinmcquistan,2019-04-15,According to virtually every major water body east of the is at elevated risk of flooding in the coming . Recent have already an $ 3 billion in damage a total likely to rise .
10,778573590404956160,itstotalglitch,2019-04-15,"Just so you all know , Crab People the flood in . That is all"
11,582377211,eoinkent,2019-04-15,That whole area is due for a renovation soon . With the flood and down towards the college of commerce is set for a total overhaul .
12,415187938,martin_lonergan,2019-04-15,The River Tar burst its meaning the road between & ; is flooded ! Drive with caution !
13,3446146816,riverlevelsuk,2019-04-15,Flood Alert : North Sea coast at 13 : 18 15
14,19524284,drpaulcolton,2019-04-15,Lots of flooding on in West Cork . Lots of water - logged . Very strong
15,1427961692,corkcityfire,2019-04-15,"Blue Watch currently call after call throughout the city . Stay safe on the and around water today . Slow down , extend your stopping distance whiles driving , watch out for surface water and don ’ t drive through flood water ."
16,2155031793,rhilawton,2019-04-15,"Holy Spirit , You are welcome here ! Come flood this place and fill the atmosphere . Your glory , God , is what our hearts long for . To be overcome by Your presence , Lord !"
17,211890543,sonicgdavies,2019-04-15,"That ' s why China over 70 % of sold in the EU and also able to flood the EU with cheap steel . Like usual you ' re good on , not great on"
18,757136972922163200,sheridanalcock,2019-04-15,I every day due to ovarian which led to cancer & ; an emergency hysterectomy at 30 . I school from the age of 9 due to this . ' t stand up without flooding . 9 old that was embarrassing painful and very expensive for my
19,157665977,politicsastar,2019-04-15,in that once is done “ there will be a pent up flood of Tory that will flood the country ”. Perhaps he ’ d give us a preview of just some of them ?? bbcr4today r4today
20,205913249,landanog,2019-04-15,"Wow , so many people stayed up to watch then decide to flood the with . I hate you all"
21,1002955214842925057,kaygreg49730854,2019-04-15,Oh good heavens We ' not really had any rain since those awful a few back . Apparently we ' re to have plenty tomorrow . Hope you don ' t have to be out in it too much today
0,48970444,mrmond1984,2019-06-29,"Brilliant , unless you ’ re for another Flood !"
1,554006712,paulstephen68,2019-06-28,Reservoir ( ) A lovely evening stroll with some flood damage to @
2,16719937,lgrice6,2019-06-28,"Loving the marketing by Merlin . We all get by flooding our , but for once it ' s nice to see a company getting inside their customer ' s head , pain , and talking ' to ' them as opposed to ' at ' them ."
3,3134774355,jessie__duffy,2019-06-28,was some hefty the other night
4,1387816764,ringmahonranger,2019-06-28,The Junior B ' s will be back training on the 9th of . For any interested old or new we will hold an open session on the 9th of at 7pm be ready to go at 6 : 50pm . If anybody more information contact the new manager Noel Flood on 087 - 9327183 .
5,24369395,clairewi,2019-06-28,This is heartbreaking . I am in .
6,331058456,sammys11kop,2019-06-28,Think needs another million to flood in and get the job finished
7,2339348089,harrietalvis,2019-06-28,Aw amazing ! I was in a flood meeting today so you win !
8,26235032,davie_t,2019-06-28,"Right .... Time to go home ... Its been spectacular ( picture for proof ). My week : , complex recovery from flood damage , data data everywhere , where their is none , , got beat a , visiting sister gone home , ,"
9,702226453769940994,stanbensfield,2019-06-28,"So if provide substantial to our health we need to be careful about to them - , disease , , drought , , , global warming ."
10,235268008,khights02,2019-06-28,", ten time bigger than those in 2014 ; the of S , clearing 45 million from their . The the record summer of 2018 made 2017 seam positively idyllic . These the word from P97 of book the Uninhabitable Earth . If you ever meet a ..."
11,2796497949,peakphysiquebt9,2019-06-28,GYM FLOOD TOMORROW 7 . 30AM & ; Non - welcome ( Pay As you Go £ 7 ) See you there ! @ Peak Physique Gym …
12,357442746,drjessicafox,2019-06-28,Had a wonderful morning with on a water Awareness course . Its amazing how I talk about water everyday and work towards reducing flood risk without knowing half of the that our fire service put themselves in to save us respect
13,261304104,hayleylever,2019-06-28,and activity . and flood in .
14,2274186199,delboysmate,2019-06-28,"This is from the moon . He does not seem to care much about proper & ; sustainable development . , even Mike , are right to be angry . too . on a Flood Plain ? He to keep 500 car parking in because it money for !"
15,20368766,nick_ely,2019-06-28,to ⁦⁦⁩ ⁦⁦⁩ ⁦⁩ team winning ⁦⁩ collaboration award for the and Flood Defence project .
16,42393908,ejandodin,2019-06-28,""" The flood were working well until they completely "" Truss"
0,42701045,flamingyam,2022-03-18,"I don ' t know about that but I do know that when was by by Storm , of came to help , food , & ; clothes . I ' m getting tired of this constant . Stop them all with the same brush !"
1,2980156599,fr_rowntreepark,2022-03-18,Want to help Park re open ? seeking more people to sign up to a session evening ( 21st ) for some post flood clean up with
2,3446146816,riverlevelsuk,2022-03-18,Flood Alert : Middle 19 : 26 18 March
3,938661029894131713,vincentdovey,2022-03-18,"Overhead a woman in the pub ..."" we ' had the plague , we ' had the flood , & ; we ' re the war ... I ' bought a net for when the arrive "" When life you lemonade ..."
4,3446146816,riverlevelsuk,2022-03-18,Flood Alert : River Ray and its from Lee to and 18 : 44 18 March
5,3446146816,riverlevelsuk,2022-03-18,Flood Alert : River and Brook 18 : 44 18 March
6,3446146816,riverlevelsuk,2022-03-18,Flood Alert : 18 : 43 18 March
7,216079330,louisajlewis,2022-03-18,"You ' re welcome . Many people have due to the & ; of , who ' t necessarily have ' bad ' yet have been tactless in their to ' jolly ' people along THEY simply can ' t face the flood of feeling & ; keep it at bay . Never dealing with it ."
8,221052561,asimrabbani,2022-03-18,Was watching old season on the other night from the O ' and all the came flooding back . Grateful to have watched a truly world class player in our midst week in week out !
9,3446146816,riverlevelsuk,2022-03-18,Flood Alert : Valley 16 : 27 18 March
10,3446146816,riverlevelsuk,2022-03-18,Flood Alert : Lower River Soar in 16 : 02 18 March
11,3446146816,riverlevelsuk,2022-03-18,Flood Alert : Upper River Swift and Clay Brook 15 : 48 18 March
12,3446146816,riverlevelsuk,2022-03-18,Flood Alert : in North 15 : 56 18 March
13,3446146816,riverlevelsuk,2022-03-18,"Flood Warning : North Bank Road alongside the River , east of and west of Dog - in - a - Doublet Sluice 15 : 09 18 March"
14,3446146816,riverlevelsuk,2022-03-18,Flood Alert : Lower 14 : 59 18 March
15,2980156599,fr_rowntreepark,2022-03-18,It ’ s the council that need chasing . the park post flood ’ t fall to ( or the EA ). Council over the for staff and the lack of / vision for is the crux .
16,3446146816,riverlevelsuk,2022-03-18,Flood Alert : River Ray and its from Lee to and 10 : 19 18 March
17,3446146816,riverlevelsuk,2022-03-18,Flood Alert : River and Brook 10 : 19 18 March
18,3446146816,riverlevelsuk,2022-03-18,Flood Alert : River and its small from to 10 : 19 18 March
19,3446146816,riverlevelsuk,2022-03-18,Flood Alert : Upper River Swift and Clay Brook 09 : 18 18 March
20,3446146816,riverlevelsuk,2022-03-18,Flood Alert : River Leam and River 09 : 18 18 March
21,905595576,robonabike,2022-03-18,"I would cheerfully devote my time to watching Comer , Oh , , and Shaw reading out flood level data on the River Lee , but that ' s currently most of the appeal ."
22,1120382208,ktboldy,2022-03-18,Supporting Beautiful Painting from new follower and artist Cat with all proceeds to the flood
23,783331816560324608,bristoltreefora,2022-03-18,Or to be ! It had to because of the flood risk . What now for the poor and Club ? Will be unable to welcome touring and lose some £ 1m of revenue p . a ? If only there was another suitable site available ...
24,1118180275706650625,clangerdropper,2022-03-18,"he could say a resounding NO to future blighting and it ' s surrounding . Tarmac and concrete ' t absorb flood water . Fancy glazed high rise do NOT reduce the heat outside , they increase it ! Someone needs to go back to"
25,3446146816,riverlevelsuk,2022-03-18,Flood Alert : Lower River Soar in 07 : 13 18 March
