,Unnamed: 0,user_id,username,date,tweet,sentiment,negative_count,positive_count,neutral_count
6200,1,860471443,joshfg,2021-07-28,Just done a quick check of the river in Bridge . Nothing yet to concern me but the flood warning remains in place . Please don ’ t drive if you don ’ t need to .,Negative,1,0,2
6201,2,2182272343,ideal4ubsl,2021-07-28,"There is a Major Service Outage for in and Heath , we are of flooding at the exchange , next update from and is at 1 . 00am , we will keep you .",Neutral,0,0,2
6202,3,19554076,gingio,2021-07-28,"I ’ always got your back . I know from first hand how amazing you all are . From the , to with work and my , to getting your boat in my pride parade , you ’ re all !",Positive,0,2,1
6203,4,376663344,kazshakespeare,2021-07-28,Fantastic . It made me want to dig from my little pond so I can flood my strawberry patch,Positive,0,1,1
6204,5,20078470,plockplock,2021-07-28,"Seeing about of flooding . Hope you , and Dolly haven ’ t been affected .",Positive,0,1,1
6205,6,296174206,mrsk3r,2021-07-28,"️ FLOOD ALERT ️ for upper river catchment , it ’ s for overnight !! Stay safe everyone ! Flood Group",Positive,0,1,2
6206,7,3446146816,riverlevelsuk,2021-07-28,Flood Alert : Upper River catchment 19 : 29 28,Neutral,0,0,1
6207,8,966793027,nbarrog,2021-07-28,* Starting Team * 1 . Josh 2 . Rory 3 . 4 . 5 . 6 . Ring 7 . 8 . 9 . Joe 10 . 11 . 12 . Colin 13 . O ' 14 . Dean Flood 15 .,Neutral,0,0,15
6208,9,64748249,oosenotfluff,2021-07-28,What to the and ? again,Neutral,0,0,2
6209,10,181521084,traceyspacey1,2021-07-28,"Pretty impressive today . There was so much rain near where I work , the drain cover off due to the amount of water . Water was running down the to the stockyard . They were sending to us showing the flooding .",Mixed,1,1,2
6210,11,2213206130,paulmbigland,2021-07-28,spiller You still that flood plain fiction ? Now you ' too ! At least they ' dry out the ' flood ' water ! what next ? A nuclear power station for hs2 at ? stophs2isdead,Neutral,0,0,6
6211,12,152787084,gretchenart,2021-07-28,May open the flood to other such,Neutral,0,0,1
6212,13,387020345,connormonaghan_,2021-07-28,Last week the were telling people not to use their hose ... Now they are giving a flood warning Weather flooding HeatWave2021,Negative,1,0,1
6213,14,1135144364,sccrowther,2021-07-28,Surface water have no warning . We are reliant on met office weather,Neutral,0,0,2
6214,15,14892098,joshsavage,2021-07-28,Flash flooding on Road ( near King ' s School ) causing in Selly Oak ️ live,Negative,1,0,0
6215,16,1539359497,argyleaf38,2021-07-28,’ s flooding will only get worse,Negative,1,0,0
6216,17,333475615,kateoloughlinx,2021-07-28,Damn that ’ s some rain out there right now ️ is flood .,Negative,1,0,0
6217,18,20466686,rhid83,2021-07-28,"Wonderful - and who ' lost in solidarity and to help those that them , that have lost theirs to flooding . Truly and that other do not fall for the vile rhetoric about and sadly seen here",Mixed,1,1,0
6218,19,231593409,misterrisk1,2021-07-28,A car needs a parking space more concrete so less take up of by . Also to more flooding . The long term solution to solve our polluted is / more / e / better public transport / buy local,Positive,0,1,2
6219,0,3225552574,eurovision_pat,2021-05-15,I always remember from this internal with that of the Army and came flooding into the arena to fill it up . And they had . were not into the arena . Once she finished they all left .,Neutral,0,0,4
6220,1,1317452712250888192,drgipps,2021-05-15,"And re the difference between and social : there ’ s no hard categorical difference ( but so what ). How your life outside of is affected by the avoidance , and how the anxiety is by it is important - as is degree of flooding with anxiety .",Negative,1,0,1
6221,2,832735878447394817,realtarekahmed,2021-05-15,"Got a for ! When I ' m on a run , and they come on , all the come flooding back",Neutral,0,0,2
6222,3,381463244,kellybaby3,2021-05-15,Rather see this flooding Twitter instead of the other SH * TE of ..,Negative,1,0,0
6223,4,422501370,martinadam1987,2021-05-15,. ’ t want the flooding !,Neutral,0,0,2
6224,5,238093264,stefaniesmith01,2021-05-15,"Was driving through to listening to . A caller ( in his 60s ) in of at his team title , even had me going . What sports all about . who undoubtedly deserve to be . Enjoy Gers & ; stay safe",Positive,0,3,3
6225,6,815220226774052864,martinp260362,2021-05-15,Nothing could be further from the truth when you mention Hassle free instillation on your web page .' Put your up and relax ' Yesterday evening I had two delivery turn up and ended up flooding my kitchen . I had to call out an emergency plumber !!,Mixed,1,2,0
6226,7,858967426893066245,toursbytrain,2021-05-15,"Bridge is prone to flash flooding , when this siren barricade their . ^",Neutral,0,0,2
6227,8,1285207204451188737,seaside42351838,2021-05-15,"Recently something which itself [ The ] Disaster Emergency Committee been flooding advertisement people to donate to them to help with COVID19 , you need to read this !",Negative,1,0,0
6228,9,1857758797,andyshep_cpom,2021-05-15,It ’ s that every of sea level rise another 2 - 3 million people into a situation of annual coastal flooding . So the potential for an extra 42cm due to ice melting is a major concern,Negative,1,0,1
6229,10,465775435,donegalweatherc,2021-05-15,"Heavy and now across , and south with heavy of rain and hail with the risk of flooding due to how slow moving these are . Keep on the sky ' s as there is prime for funnel .",Mixed,1,1,0
6230,11,61294089,johnmsmith0704,2021-05-15,"They do know & ; can correlate test & ; trace with vaccination . They are afraid to give bad news , & ; equally afraid good news will open the flood . Mismanagement is the name of the game .",Negative,3,0,3
6231,12,704710297,rebekahjstone,2021-05-15,"Came to mind bamboo is water absorbing and would ease impact of flood , plus good for : idea needs expert input and workable . X",Positive,0,1,1
6232,13,1349661467730178048,heywoodup,2021-05-15,"Your crap and waste , your and flood our streets . Disgrace",Negative,2,0,0
6233,14,496246862,nottsfalconcam,2021-05-15,"Day 10 - 09 : 07 ( 10 ° C , broken , Wind : 3 . 1m / s ) - "" I think we are safe from the flooding up here .. just ..."" -",Negative,1,0,1
6234,0,465236803,ajlancaster17,2018-07-12,"At 90 I was an upset 6yr old to see lose in a semi final , an tonight my 6yr old son is in of , I ’ m at the result but of the team and of my little boy . , you done us ! 󠁧󠁢󠁥󠁮󠁧󠁿",Negative,1,0,1
6235,1,46351171,alexnakgibson,2018-07-12,There ' s a flood coming,Neutral,0,0,1
6236,2,215049303,unit2plus4,2018-07-11,was the star man when they him most for They say there is flash flooding all over tonight Wonder why ?,Positive,0,1,0
6237,3,506355044,scooseywoosy,2018-07-11,"Upsetting enough seeing lose in the semis but made far worse seeing my 10 year old in of because of it ! He ’ s this tournament , the team and !! 󠁧󠁢󠁥󠁮󠁧󠁿️️",Negative,1,0,1
6238,4,465775435,donegalweatherc,2018-07-11,UP TO 179 PEOPLE DEAD IN FLOODING AND IN JAPAN,Negative,1,0,0
6239,5,172798231,jdizzzer,2018-07-11,"My six year old boy was in . But I am so that he these role . Decent , kind , sporting who tried their heart out . What better inspiration . Well done and all the team . We are so of you .",Positive,0,3,3
6240,6,199494935,alexandersoper,2018-07-11,"So unbelievably of our . Still ’ t make it easy , so close to the final . Few shed and a huge sense of pride flooding the out of my . It ’ s hard , I ’ m , I ’ m - I ’ m . They ’ re coming home , welcome them back with open arms .",Mixed,1,3,1
6241,7,960220500512444416,justjoysworld,2018-07-11,Guess the are coming now with all them ... over,Neutral,0,0,2
6242,8,2647743195,ian7141,2018-07-11,Red Weather warning ️! in all of 󠁧󠁢󠁳󠁣󠁴󠁿 as we all piss ourselves !,Neutral,0,0,2
6243,9,541479285,ktg64,2018-07-11,Flood alert . Why are all your about ? Does he do yoga ?,Neutral,0,0,3
6244,10,240024604,muaythaidevil,2018-07-11,Should be a flood warning tonight from all those 󠁧󠁢󠁥󠁮󠁧󠁿,Negative,1,0,0
6245,11,222581628,pompeychiv,2018-07-11,"in of , its set me off . Heartbreaking introduction to World Cup football for her . Thought we ran out of and belief after first half . It ' s such a shame . the whole country for a few though . Twitter will be back to I guess",Mixed,2,1,3
6246,12,423341713,markwright1967,2018-07-11,"My gorgeous 7 year old , Dixie , face timing me in . I ' tried to say it will get better , God I hope she ' t have to do the journey I have .",Positive,0,2,0
6247,13,26234058,willjb88,2018-07-11,"Football over , next will be the sun . Flood incoming .",Neutral,0,0,2
6248,14,251102266,danny_gee89,2018-07-11,Amber flood warning have been from the met after get beat 2 - 1 WorldCup2018,Neutral,0,0,1
6249,15,215049303,unit2plus4,2018-07-11,Flash flooding tonight in I fear Their coming home,Negative,1,0,0
6250,16,315149718,iamchloeellen,2018-07-11,"Cue the Welsh , and flood social media . Ya are all just salty cause you ’ t get there in the first place 󠁧󠁢󠁥󠁮󠁧󠁿",Neutral,0,0,2
6251,17,175679234,docfourfour,2018-07-11,M & ; S in extra staff tomorrow ahead of a flood of waistcoat .,Neutral,0,0,2
6252,18,25728150,itsfionastewart,2018-07-11,New en - suite floor shopping tomorrow then flood @,Neutral,0,0,2
6253,19,2809828374,ryanwalteradl,2018-07-11,I ' m doing my best to get food and back to the hotel before the game is over and the flood the street,Positive,0,1,0
6254,20,2346959091,jillladelus1,2018-07-11,need dragging the Law 4 Article 8 Freedom 4 Privacy of Correspondence . Judicial Review of an unsafe law . Test Case opening flood 4 Millions £££ in compensation,Negative,1,0,2
6255,21,794293507137695744,_georgiaforsyth,2018-07-11,Oh they will be happy that will flood your whole garden when get their by !,Positive,0,1,0
6256,22,1177746828,larryjune_,2018-07-11,I was that flooding too,Neutral,0,0,1
6257,23,575702838,dailysomerset,2018-07-11,IN : 50th anniversary of ‘ devastating ’ Somerset,Negative,1,0,0
6258,24,215049303,unit2plus4,2018-07-11,Yes sound off picture only If don ' t go well for tonight there will be flash flooding in,Negative,1,0,0
6259,25,219019533,plot56,2018-07-11,"Day 3 : plan was to clean caravan , but son had MOT on car so a lift provided . Then kitchen to slightly flood the drawers & ; . So time to relax as someone said there was something good on the tonight so will have to check it out !!",Positive,0,2,1
6260,26,716683842,monarchsway,2018-07-11,"Hi , a lovely warm day , some suggestion of heavy rain possibly and . A nice shower would be good so the rain can soak in s , owly . Better than flash",Positive,0,3,0
6261,27,45138699,moraysecurity,2018-07-11,"So much work flooding in at the moment , and the entire team are doing a fantastic job for , we are working our way south taking on selected work in the central belt . For on how to start a career in security and get licensed visit",Positive,0,2,0
6262,28,2688402292,iancharris,2018-07-11,Just a reminder to and that cat like that may not directly affect them can have an impact on their business and why full insurance is important .,Neutral,0,0,1
6263,29,240721248,paddymacc1,2018-07-11,"Met have a warning What to do in the event of a flood . Help your Make sure the media know Stand for election Become government minister did it ,",Mixed,1,1,0
6264,30,2155031793,rhilawton,2018-07-11,"My are gone , I ' been set free . My god , my me ; and like a flood his mercy , unending love , . @ ,",Positive,0,2,2
6265,31,267266289,ddfoster96,2018-07-11,"There ' s a ban in effect while a burst water main is flooding my road . Get your act together , or are you for another fine from !?",Negative,1,0,1
6266,32,393231054,aussielover100,2018-07-11,By do you mean the 19 plus flood that are in place and which will report back in due course and which our hard flood management team are dealing with ?,Negative,1,0,0
6267,33,2310234203,neil_jones00,2018-07-11,"These men and young can grow up in the full and certain knowledge that they are where they are because of the EU , open and the astonishing invite of to a million to flood . Liberal come with much pain for the vulnerable .",Mixed,1,1,0
6268,34,371719075,alexandrawomack,2018-07-11,"Flood Resilience meeting this afternoon ( 3 - 6pm with time to spare before kick off !), Winterbourne & ; District Community Association , End Road ahead of drainage works starting on Winterbourne High St on 23",Neutral,0,0,2
6269,35,575702838,dailysomerset,2018-07-11,Flooding feared as weather warning for,Negative,1,0,0
6270,36,139407427,anuragsimply,2018-07-11,U got be stupid if flood could have been then no would have flood .,Negative,1,0,0
6271,37,2180519486,allups123,2018-07-11,"In & ; Southeast some flooding of a few and is likely , perhaps leading to some damage to from 11 . 00 to 20 . 00 on 13 07 2018 with Flood Traps from",Negative,1,0,3
6272,38,68665118,grahamcoulson,2018-07-11,Amazing turnout for the Leakage and Flooding today ! Can ' t wait to see the innovative this hive mind will produce ! InnovationFestival18,Positive,0,2,1
6273,39,980652229,sirtanty,2018-07-11,Also got the of flooding if too much .,Negative,1,0,0
6274,40,516944396,huskersundevil,2018-07-11,"Massive in japan , severe drought in other . . Wonder why ??",Negative,1,0,2
6275,41,2180519486,allups123,2018-07-11,near prepare for flood with Flood Traps from,Neutral,0,0,1
6276,42,2180519486,allups123,2018-07-11,If you want to reduce the risk of surface water entering nearby offer the Flood Traps from,Negative,1,0,0
6277,43,3043793044,emilycliffordxx,2018-07-11,Hate how one day you feel like you ’ re 110 % over something then the next day you ’ re sat in of over the exact same thing .,Negative,1,0,0
6278,44,26564436,cannonhillpark,2018-07-11,"The Phase 2 of the Flood Risk Alleviation Scheme and of £ 30m combined to and people , and wildlife at the Valley Country Park via news desk 2018",Neutral,0,0,1
6279,0,1062748063792619521,jayb3008,2022-01-22,One single flood spore can destroy a species were it not for the council i would have your entire planet,Negative,1,0,0
6280,1,145321895,faheemtanoli,2022-01-22,"R hay and we are not happy . Too much traffic , pollution and now even . And I live in .",Negative,2,0,1
6281,2,338575611,ronabatgirl,2022-01-22,Not red no ( don ' t like it ) but it ' s another of the I don ' t drink white wine ! Horny / or of !,Negative,1,0,1
6282,3,2994531063,dkemalulun,2022-01-22,"bu , flood . & ; .",Neutral,0,0,2
6283,4,1239683791540621315,rebel_debt_dude,2022-01-22,"The cup , what a joke . and their made up to flood the world with bigotry . There ’ s no such thing until they it as an excuse to gather for a party .",Positive,0,1,2
6284,5,1353426378956427271,somtv10,2022-01-22,New are flooding with increasing need of food and water that People to fled with their to save their Where are the South West Administration ? UN and local and international and ?,Positive,0,1,1
6285,6,1263920978570219525,thistlefarmer5,2022-01-22,Gel Then it the flood by setting a precedent .,Neutral,0,0,1
6286,7,2269610849,alp_annie,2022-01-22,boy No hairbrush here ; just walk to wall & ; a lot of singing & ; flooding my head …,Negative,1,0,3
6287,8,15851111,owainbetts,2022-01-22,A year ago today ... The great flood of ( or in the case of the photo I took here ). 22 / 01 / 21,Positive,0,1,2
6288,9,410270877,stryderbourke,2022-01-22,When you reach your 60s the funeral and cremation flood in .,Neutral,0,0,1
6289,10,350132994,beebsymca,2022-01-22,Honestly this is devastating . Beautiful 100 year old gone . Nature its own flood alleviation of . Shame on .,Mixed,2,1,1
6290,0,3446146816,riverlevelsuk,2019-08-31,Flood Alert : Coast from to Bridge 23 : 18 31 August,Neutral,0,0,1
6291,1,3446146816,riverlevelsuk,2019-08-31,Flood Warning : Wye Estuary at 23 : 10 31 August,Neutral,0,0,1
6292,2,3446146816,riverlevelsuk,2019-08-31,Flood Alert : Estuary 23 : 15 31 August,Neutral,0,0,1
6293,3,3446146816,riverlevelsuk,2019-08-31,Flood Alert : Wye Estuary in 23 : 13 31 August,Neutral,0,0,1
6294,4,3446146816,riverlevelsuk,2019-08-31,Flood Warning : Wye Estuary near 23 : 06 31 August,Neutral,0,0,1
6295,5,987710928,maulvirane,2019-08-31,". Flooding & ; shoddy building both related to bad , which is an obvious victim of , but , let ' s return to this again , when the public on , I suppose . Lots of will be by after they are open again",Negative,1,0,3
6296,6,3446146816,riverlevelsuk,2019-08-31,Flood Alert : North Sea coast at 20 : 04 31 August,Neutral,0,0,1
6297,7,3446146816,riverlevelsuk,2019-08-31,"Flood Alert : North Sea coast at , and 20 : 01 31 August",Neutral,0,0,1
6298,8,3446146816,riverlevelsuk,2019-08-31,Flood Warning : North Sea coast at 19 : 55 31 August,Neutral,0,0,1
6299,9,3446146816,riverlevelsuk,2019-08-31,Flood Alert : estuary from Spurn Point to Outfall 19 : 58 31 August,Neutral,0,0,1
6300,10,3446146816,riverlevelsuk,2019-08-31,Flood Warning : North Sea coast at and 19 : 52 31 August,Neutral,0,0,1
6301,11,3446146816,riverlevelsuk,2019-08-31,Flood Warning : North Sea coast at 19 : 31 31 August,Neutral,0,0,1
6302,12,3446146816,riverlevelsuk,2019-08-31,Flood Alert : estuary 19 : 31 31 August,Neutral,0,0,1
6303,13,3446146816,riverlevelsuk,2019-08-31,Flood Alert : North Sea coast from to tidal River 19 : 31 31 August,Neutral,0,0,1
6304,14,3446146816,riverlevelsuk,2019-08-31,Flood Alert : estuary from Spurn Point to Outfall 19 : 31 31 August,Neutral,0,0,1
6305,15,3446146816,riverlevelsuk,2019-08-31,"Flood Alert : North Sea coast at , and 19 : 31 31 August",Neutral,0,0,1
6306,16,3446146816,riverlevelsuk,2019-08-31,Flood Warning : North Sea coast at and 19 : 34 31 August,Neutral,0,0,1
6307,17,3446146816,riverlevelsuk,2019-08-31,Flood Alert : Tweed estuary 19 : 28 31 August,Neutral,0,0,1
6308,18,3446146816,riverlevelsuk,2019-08-31,Flood Warning : North Sea coast at - South Pier 19 : 30 31 August,Neutral,0,0,1
6309,19,3446146816,riverlevelsuk,2019-08-31,Flood Alert : North Sea coast at 19 : 30 31 August,Neutral,0,0,1
6310,20,297341604,colinbland78,2019-08-31,"Please , stick to the boxing punditry and leave “ fashion ” alone ! Both quality to listen to , awful to look at ! Tony , where are your ? Are you a flood ?!?!",Negative,1,0,3
6311,21,190951729,merciansteve,2019-08-31,Flood warning in tonight,Negative,1,0,0
6312,22,3446146816,riverlevelsuk,2019-08-31,Flood Alert : Coast from to 18 : 48 31 August,Neutral,0,0,1
6313,23,3446146816,riverlevelsuk,2019-08-31,Flood Alert : Lune Estuary 18 : 53 31 August,Neutral,0,0,1
6314,24,3446146816,riverlevelsuk,2019-08-31,Flood Alert : estuary from and End to Little 18 : 44 31 August,Neutral,0,0,1
6315,25,280905515,carolineheffo,2019-08-31,"O Yes , I ’ d say you ’ re right time wise ... I ended up doing an MA in in 2013 , partly so I could delve and write about it . I found it really sad and unsettling . When I think about it now those come flooding back .",Negative,1,0,3
6316,26,303999750,andynbrown16,2019-08-31,"Another set of tonight with risk of flooding , meaning in force - N , S , E & ; W ! Detail at :",Negative,1,0,2
6317,27,3446146816,riverlevelsuk,2019-08-31,Flood Alert : Coast at North Bay 16 : 18 31 August,Neutral,0,0,1
6318,28,3446146816,riverlevelsuk,2019-08-31,Flood Alert : Coast from to 16 : 08 31 August,Neutral,0,0,1
6319,29,3446146816,riverlevelsuk,2019-08-31,Flood Alert : Coast at Barrow in 16 : 15 31 August,Neutral,0,0,1
6320,30,3446146816,riverlevelsuk,2019-08-31,"Flood Warning : Estuary at Bridge , 15 : 19 31 August",Neutral,0,0,1
6321,31,556062300,shanecoombes1,2019-08-31,"I said this when he was suffering a drought & ; in him . As soon as it the duck , the will flood in - now look , every chance he of Goal they look to be going in the back of the net ️ what No . 9 Curse ?",Negative,2,0,2
6322,32,14376090,fraslet,2019-08-31,"Going into a church in , watch the news for lightning and flash flooding .",Neutral,0,0,1
6323,33,3446146816,riverlevelsuk,2019-08-31,Flood Alert : Estuary at 15 : 14 31 August,Neutral,0,0,1
6324,34,3446146816,riverlevelsuk,2019-08-31,Flood Alert : Estuary from and to 15 : 05 31 August,Neutral,0,0,1
6325,35,556062300,shanecoombes1,2019-08-31,"TAMMY ' S DONE IT AGAIN !️ i it , once he the duck , the will flood in . Just got to believe & ; trust your own . Good to come",Positive,0,1,4
6326,36,3446146816,riverlevelsuk,2019-08-31,Flood Alert : Coast from to Bridge 16 : 08 31 August,Neutral,0,0,1
6327,37,3446146816,riverlevelsuk,2019-08-31,Flood Warning : Wye Estuary at 16 : 02 31 August,Neutral,0,0,1
6328,38,3446146816,riverlevelsuk,2019-08-31,Flood Warning : Wye Estuary near 15 : 58 31 August,Neutral,0,0,1
6329,39,1115584279663132672,lner_nicoleking,2019-08-31,"my Mum is currently stuck in on the wrong side of the flooding , journeying ( hopefully ) to - if she for a taxi will she be ? Or shall we wait to hear what the track inspection ? Thanks !",Mixed,1,1,1
6330,40,3446146816,riverlevelsuk,2019-08-31,Flood Alert : Estuary 15 : 51 31 August,Neutral,0,0,1
6331,41,3446146816,riverlevelsuk,2019-08-31,Flood Alert : Wye Estuary in 15 : 49 31 August,Neutral,0,0,1
6332,42,3446146816,riverlevelsuk,2019-08-31,Flood Alert : Peninsula and Cardigan Bay 15 : 45 31 August,Neutral,0,0,1
6333,43,3446146816,riverlevelsuk,2019-08-31,Flood Alert : coast at Harbour 14 : 30 31 August,Neutral,0,0,1
6334,44,574338269,cornwaii,2019-08-31,Five flood as and high set to batter coast,Neutral,0,0,1
6335,45,3446146816,riverlevelsuk,2019-08-31,"Flood Alert : Tidal River at , Pill and 12 : 24 31 August",Neutral,0,0,1
6336,46,2574487832,larry040667,2019-08-31,"Comber is situated on the narrow River , which into Lough . There is an attractive walkway along it . Prone to flooding .",Negative,1,0,2
6337,47,16577296,carboncoach,2019-08-31,"“ This is for Everyone ” So happy with how this ‘ whole thing ’ is going . And how much ( spirit of sport ) support is flooding in , from near & ; far , new & ; old , sporting & ; everyday , community , in short ‘ everyone ’ - non - human life included ️",Positive,0,3,2
6338,48,3446146816,riverlevelsuk,2019-08-31,Flood Alert : North Coast from Point to 12 : 09 31 August,Neutral,0,0,1
6339,49,210112196,harryaslam,2019-08-31,Prof ! a flood here 🇮🇪 and had a to your brilliant “ Natural ” module at - significant highlight being the subtle yet relevant use of ... happy to know they are extinction !,Positive,0,2,1
6340,50,3446146816,riverlevelsuk,2019-08-31,"Flood Alert : Somerset coast at , , - on - Sea and Uphill to 11 : 59 31 August",Neutral,0,0,1
6341,51,938522781960073217,weareint0lerant,2019-08-31,If it is that no one at the is aware of these or that the flooding we are seeing is by climate change then you need me as a consultant . Frankly you need me to ask the right your always seem to fail to ask .,Negative,1,0,1
6342,52,3446146816,riverlevelsuk,2019-08-31,Flood Alert : Somerset coast at Weir 11 : 22 31 August,Neutral,0,0,1
6343,53,191001129,davidpriceobe,2019-08-31,More people flooding into City for the protest .,Negative,1,0,0
6344,54,85167069,pmcc114,2019-08-31,What a day for our ... rain / flooding and now glorious sunshine only in ..️️️️️ @,Positive,0,1,2
6345,55,3446146816,riverlevelsuk,2019-08-31,Flood Alert : Wye Estuary in 10 : 35 31 August,Neutral,0,0,1
6346,56,896097678576283648,vickymann09,2019-08-31,"Did you know ... Our Premium have the essence of 30 different , and in a capsule Flooding your body with of every single day Want to know more ️ me",Neutral,0,0,2
6347,57,3446146816,riverlevelsuk,2019-08-31,Flood Alert : Estuary 10 : 41 31 August,Neutral,0,0,1
6348,58,3446146816,riverlevelsuk,2019-08-31,Flood Alert : estuary from Spurn Point to Outfall 09 : 32 31 August,Neutral,0,0,1
6349,59,3446146816,riverlevelsuk,2019-08-31,Flood Alert : North Sea coast at 09 : 44 31 August,Neutral,0,0,1
6350,0,177687551,jmcsman,2018-02-28,Location no prob just if the river on pitch condition - must have impact on flood plain with high and water table,Positive,0,1,0
6351,1,92636437,stellarosetta,2018-02-28,Keep you spirit up ! The sun will melt the snow . Praying are .,Neutral,0,0,3
6352,2,2922619011,kerryannewilde,2018-02-28,Next is the flooding !!,Neutral,0,0,1
6353,3,888475626,przoeo,2018-02-28,Nice one up there with let ' s flood Twitter with kindness unleashed,Positive,0,1,0
6354,4,303999750,andynbrown16,2018-02-28,Interesting . Wonder if could be used by community flood action to help with huge volunteer ?,Positive,0,2,0
6355,5,60855259,simon_brooke,2018-02-28,"""[ Muirburn ] damages and out peat , the acidity of , and could increase the risk of flooding downstream "" -",Negative,1,0,0
6356,6,22647389,kernowdeth,2018-02-28,Always one ’ t there like the in a canoe when theres a flood,Neutral,0,0,1
6357,7,802298875772026880,thegeogger,2018-02-28,"Year7 Geography have been flood advice on what to do before , during and after a flood",Neutral,0,0,1
6358,8,3446146816,riverlevelsuk,2018-02-28,Flood Alert : Somerset coast at Weir 20 : 31 28,Neutral,0,0,1
6359,9,3446146816,riverlevelsuk,2018-02-28,"Flood Warning : Estuary at North , South and 20 : 27 28",Neutral,0,0,1
6360,10,33207507,brunomarcorio,2018-02-28,"“ It is up to all of us !” I just watched Before the Flood , a documentary by about with . Amazing and terrifying . A must watch !",Positive,0,2,2
6361,11,238533275,stephdufc83,2018-02-28,"petrie Sport No they ’ t . were as well . Regarding the call off , always remember the dead flooding their pitch in 89 because a few were injured .",Negative,1,0,2
6362,12,182104032,jillcoogan,2018-02-28,Now there ’ s a tidal flood alert . All that remains is the plague of . on ..... is the still sitting ?,Negative,1,0,3
6363,13,2254841634,colliesandcakes,2018-02-28,"g Thanks very much , crossed the start for you soon x",Positive,0,1,0
6364,14,3446146816,riverlevelsuk,2018-02-28,Flood Alert : Wear Estuary 18 : 03 28,Neutral,0,0,1
6365,15,3446146816,riverlevelsuk,2018-02-28,Flood Alert : and Wear Coast 18 : 03 28,Neutral,0,0,1
6366,16,1931252316,flood_ronan,2018-02-28,"ie Thank you very much , appreciate the shout out . We have a great team !",Positive,0,2,0
6367,17,361365042,watersun555,2018-02-28,Cork City Council flood alert,Neutral,0,0,1
6368,18,288135499,mikemorey17,2018-02-28,"road closure is now , in response to an flood warning , easterly and the high tide at 5 : 28 .",Negative,1,0,0
6369,19,303999750,andynbrown16,2018-02-28,"Can testify from this are / with of error so worth not too much on the exact boundary of red ’ s , & ; the broad advice and act",Negative,1,0,1
6370,20,114310898,sandramurphy999,2018-02-28,This is very concerning for Cork City over the coming days . flooding,Negative,1,0,1
6371,21,48144054,fergal_collins,2018-02-28,"Flood Warning for Cork , snow falling . All we are missing is a few and a attack",Negative,2,0,0
6372,22,148496835,aoiferigney,2018-02-28,' t Mallow always flood ? We should just get rid of the place altogether .,Negative,1,0,1
6373,23,148496835,aoiferigney,2018-02-28,Ah . Have you seen this ? Flooding risk now too !,Negative,1,0,2
6374,24,3446146816,riverlevelsuk,2018-02-28,Flood Alert : North Sea Coast from to tidal River 15 : 45 28,Neutral,0,0,1
6375,25,3446146816,riverlevelsuk,2018-02-28,Flood Alert : North Sea Coast from to 15 : 22 28,Neutral,0,0,1
6376,26,3446146816,riverlevelsuk,2018-02-28,Flood Alert : North Sea Coast at 15 : 22 28,Neutral,0,0,1
6377,27,2729113628,st07pat,2018-02-28,"People of get ready for the .. Sun is out and not a cloud in the sky , Good job i live uphill",Positive,0,1,1
6378,28,3446146816,riverlevelsuk,2018-02-28,Flood Alert : Estuary at Beach 14 : 26 28,Neutral,0,0,1
6379,29,535718238,sennanmattar,2018-02-28,"Yes , it is snow . No , this ' t prove "" is a myth "". Global warming to which can cause disruption to usual weather or bring on more . Like heavy snow / rain , , drought beyond . But I am enjoying it none the less !",Positive,0,1,4
6380,30,3446146816,riverlevelsuk,2018-02-28,Flood Warning : Bay 13 : 42 28,Neutral,0,0,1
6381,31,2182163608,cofarrell89,2018-02-28,The people who already have ready for the snow are probably the same people canoeing down main street on the six one news when there ' s,Neutral,0,0,1
6382,32,816043436,blainalllinson,2018-02-28,It will do it ’ s one of the in the ... had it long before anyway they ’ shovel it so it ’ t melt and flood the pitch,Neutral,0,0,2
6383,33,829276184265506816,terrifreemantle,2018-02-28,from about creation of a National Flood capability data CORSAIR workshop,Neutral,0,0,1
6384,34,428314250,carolkettley,2018-02-28,Your tweet saying find me a butcher ... you might get flooding in . Think of all those,Neutral,0,0,3
6385,35,413523967,gazhall8,2018-02-28,"Seeing all these that people are so excited for summer , yet we live in . What you ? 30 and factor 2 ? It ' s be more like 15 and flash",Positive,0,1,3
6386,36,4430263835,rob33121655jc,2018-02-28,"Short walk with dog along flood relief , with Kingfisher , Goldcrest , , , GWag , good of and Song Thrush",Positive,0,1,0
6387,37,753182104704483328,hiurbanwanderer,2018-02-28,"Oh gosh , that ’ s crazy ! Poor won ’ t be able to whiz about on his bike like he ’ d hoped . Yes , I hope it ’ s sorted for and that the melting ’ t cause flood too . !",Negative,2,0,2
6388,38,77438497,chrisspray,2018-02-28,"club So no one ate meat until after the flood , no reference to actually eating meat anywhere and compassion / love at the heart of faith Wonder why had to specifically rule on that interesting ? I don ’ t take at you eating meat - just think it ’ s morally wrong .",Mixed,1,1,0
6389,39,1311637801,shitchester,2018-02-28,Who would buy or insure a house on a flood plain ?,Neutral,0,0,1
6390,40,22500766,orangeworksie,2018-02-28,ie Let us know if you need a lift !,Neutral,0,0,1
6391,41,1931252316,flood_ronan,2018-02-28,"As a result of below ie will be closed today and the team are working from home , we will review on a daily basis",Neutral,0,0,1
6392,42,17410075,floabram,2018-02-28,In we to get the actual flood to go get bread We don ' t spoil good bread .,Negative,1,0,0
